,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.15,51.12,70.98,91.97,85.91,92.5,25.61,16.82,25.15,18.34,18.53,18.55,11.54,18.05,10.2,
f_1,120.13,1.15,92.08,89.34,91.63,72.68,15.57,16.82,23.36,12.59,18.53,,8.9,25.79,16.23,14.79
d_1,88.67,75.04,1.15,107.83,80.85,,25.61,,16.35,22.93,22.81,20.54,11.24,17.19,7.6,17.75
c_1,98.0,103.74,126.19,1.15,114.54,72.68,34.52,10.52,24.22,,25.78,19.17,14.72,22.56,15.52,11.09
b_1,109.53,106.88,106.47,49.63,1.15,127.19,44.11,22.43,31.14,42.8,,27.38,15.25,20.06,14.87,27.31
a_1,143.23,251.93,,195.44,70.49,1.15,31.76,28.04,,35.67,25.78,33.82,22.47,,25.5,22.19
h_1,93.1,86.02,97.34,94.76,137.45,119.71,2.0,22.43,29.73,15.66,18.53,15.13,,27.77,15.52,29.58
d_0,50.32,110.22,,78.18,72.34,78.27,24.06,3.02,32.7,27.91,16.94,16.91,15.25,14.44,13.73,22.19
g_1,148.96,135.65,85.17,120.27,152.72,,29.41,29.26,2.0,25.68,31.21,31.94,10.95,24.07,,
c_0,109.53,95.32,47.99,,105.73,119.71,22.06,21.71,27.25,2.87,21.18,21.3,13.34,16.41,21.0,22.19
b_0,103.44,106.88,126.19,107.83,,185.0,29.41,24.93,22.55,12.35,2.89,22.12,13.34,24.07,13.22,20.88
f_0,103.44,,106.47,130.29,91.63,156.54,36.09,21.71,25.15,24.69,24.71,2.85,12.94,30.08,8.11,17.75
h_0,106.4,71.98,113.57,97.72,161.71,101.75,,16.02,19.82,20.06,14.82,17.97,,15.7,14.28,20.88
a_0,266.0,176.35,162.24,195.44,161.71,,52.93,35.42,46.71,40.12,21.18,30.26,23.72,2.98,29.75,
g_0,133.0,167.95,117.48,115.81,152.72,96.9,22.06,20.39,,17.83,21.18,27.38,14.23,21.24,,29.58
e_0,,235.13,227.13,223.36,119.52,169.58,36.09,42.06,,32.1,32.94,18.55,26.69,,21.0,3.01
