,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.8,0.49,0.51,0.41,0.34,0.35,0.31,0.35,0.3,0.29,0.2,0.29,0.24,0.19,0.27
e_1,0.56,0.95,0.53,0.63,0.43,0.34,0.41,0.33,0.54,0.35,0.35,0.34,0.32,0.25,0.23,0.28
d_1,0.63,0.57,0.95,0.44,0.45,0.37,0.42,0.28,0.27,0.55,0.36,0.32,0.34,0.25,0.26,0.28
c_1,0.57,0.5,0.61,0.95,0.8,0.41,0.35,0.31,0.29,0.28,0.27,0.31,0.31,0.22,0.23,0.28
b_1,0.65,0.56,0.58,0.48,0.95,0.69,0.41,0.31,0.37,0.42,0.28,0.32,0.34,0.2,0.26,0.3
a_1,0.76,0.69,0.72,0.57,0.44,0.94,0.51,0.45,0.4,0.41,0.4,0.33,0.39,0.28,0.26,0.35
h_1,1.14,0.78,0.82,0.78,0.64,0.46,0.79,0.55,0.51,0.48,0.52,0.45,0.41,0.34,0.4,0.54
g_1,0.77,0.86,1.2,0.81,0.75,0.5,0.57,0.77,0.52,0.55,0.54,0.66,0.39,0.39,0.4,0.47
d_0,0.91,0.77,0.74,1.37,0.81,0.58,0.57,0.51,0.71,0.39,0.45,0.46,0.52,0.35,0.41,0.44
c_0,1.02,0.94,0.83,0.79,0.6,0.53,0.68,0.56,0.64,0.69,0.84,0.48,0.57,0.45,0.43,0.51
b_0,1.07,0.88,0.95,0.92,0.72,0.54,0.67,0.56,0.62,0.52,0.71,0.53,0.54,0.68,0.43,0.5
f_0,0.97,0.79,1.0,0.91,0.77,0.72,0.64,0.47,0.6,0.68,0.54,0.69,0.6,0.4,0.72,0.49
h_0,1.26,0.94,1.08,0.93,0.76,0.64,0.62,0.69,0.55,0.63,0.56,0.49,0.5,0.46,0.37,0.65
a_0,1.04,0.96,1.1,1.05,1.07,0.47,0.8,0.66,0.67,0.67,0.53,0.65,0.6,0.66,0.51,0.51
e_0,1.11,0.81,1.08,1.09,0.92,0.7,0.71,0.62,0.6,0.67,0.66,0.49,0.75,0.44,0.64,0.56
g_0,1.03,0.96,1.41,0.97,0.85,0.65,0.65,0.46,0.56,0.67,0.58,0.68,0.57,0.49,0.47,0.43
