,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,102.63,107.08,83.86,103.11,142.19,473.38,11433.11,27144.13,25825.95,30366.06,38636.49,39758.83,139272.59,163250.49,249708.83,175695.39
e_1,62.25,110.4,80.97,122.85,156.35,506.09,11913.62,39838.83,24908.19,30158.42,41126.59,56730.63,146037.08,154246.01,277763.17,206488.54
d_1,71.29,73.87,127.79,88.69,127.28,442.47,10929.11,22880.83,23059.35,44381.86,40213.45,46367.96,129732.98,149507.69,212323.93,232576.58
c_1,60.03,58.28,83.45,143.39,192.55,470.26,10156.11,18173.85,23235.71,21705.4,26438.86,46087.83,126279.07,143770.43,205500.04,212328.8
b_1,58.16,54.63,69.4,74.2,188.76,756.0,10750.75,20360.81,20053.53,25404.12,28813.35,40317.6,106440.94,101512.27,190375.61,186643.94
a_1,38.46,39.51,50.5,56.51,57.16,550.93,8169.21,13068.88,14610.21,15504.56,23122.0,23311.78,84559.19,85862.55,123424.61,117815.64
h_1,18.52,18.17,23.48,25.41,31.97,99.27,3679.87,4732.74,7024.82,6985.57,9421.86,10598.5,28956.02,32823.27,63089.95,52191.31
d_0,12.7,11.15,12.59,30.86,31.67,107.01,2576.19,5850.18,4255.68,4386.75,7426.39,9088.99,24275.16,27282.7,50549.0,48394.79
g_1,12.43,13.01,21.35,16.51,24.3,90.1,2061.84,4294.13,6756.66,6290.49,7965.78,12202.52,26709.56,31659.08,41378.07,43257.6
c_0,13.22,14.16,14.91,18.22,21.04,98.12,2214.55,4730.28,4507.02,6878.45,11458.12,9144.45,27749.94,37230.81,42530.54,46025.4
b_0,12.32,12.48,16.25,18.7,21.85,67.46,2121.92,4086.11,3997.96,4722.37,8317.97,7613.91,24720.7,42209.03,41296.33,39720.48
f_0,10.19,8.99,15.06,16.81,23.82,84.58,2047.92,4026.37,3698.1,4933.21,7101.79,9796.12,25836.66,29559.6,34438.5,59970.25
h_0,9.49,8.7,11.65,11.34,16.18,55.33,1289.42,2710.26,3459.37,3398.62,4468.63,5036.26,14236.47,19222.37,31523.12,24055.8
a_0,7.43,7.96,10.55,12.16,16.55,46.55,1444.94,2754.76,2865.61,2995.75,3941.66,5478.79,15274.57,22422.31,27448.39,23271.12
g_0,6.2,6.13,11.15,11.17,14.98,49.01,1180.96,2153.61,2203.08,3152.45,4073.74,6062.42,12385.21,15790.52,21729.53,23147.19
e_0,7.22,5.31,8.38,10.26,15.01,54.23,1205.1,2365.43,2402.18,2855.1,3982.67,4157.08,16267.56,15388.49,23806.72,30133.58
