,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,1.19,0.93,1.01,0.82,0.74,0.86,0.67,0.57,0.67,0.73,0.62,0.61,0.57,0.61
f_1,1.29,1.0,0.97,0.94,0.84,0.69,0.55,0.69,0.71,0.63,0.66,0.54,0.47,0.55,0.44,0.56
c_1,0.82,1.04,1.0,1.12,1.33,0.81,0.65,0.48,0.66,0.51,0.48,0.59,0.61,0.55,0.54,0.6
d_1,1.09,1.05,0.89,1.0,0.95,0.87,0.71,0.76,0.56,0.85,0.69,0.66,0.57,0.62,0.6,0.47
b_1,1.01,1.18,0.76,1.05,1.0,1.43,0.78,0.64,0.75,0.83,0.67,0.65,0.78,0.54,0.67,0.64
a_1,1.2,1.46,1.25,1.15,0.72,1.0,0.92,0.79,0.79,0.72,0.97,0.73,0.79,0.78,0.77,0.68
h_1,1.41,1.74,1.51,1.42,1.29,1.05,1.0,0.82,0.99,0.78,0.88,0.77,0.88,0.81,0.81,0.99
d_0,1.14,1.42,2.01,1.32,1.58,1.37,1.18,1.0,1.09,0.8,0.92,0.95,0.98,0.75,0.97,0.94
g_1,1.51,1.39,1.48,1.86,1.37,1.19,0.98,0.9,1.0,0.94,0.98,1.05,0.74,0.84,0.9,0.88
c_0,1.72,1.54,1.89,1.19,1.21,1.26,1.26,1.29,1.05,1.0,1.27,0.92,0.92,0.96,0.88,0.9
b_0,1.45,1.49,2.03,1.47,1.6,1.04,1.11,1.1,1.02,0.76,1.0,0.91,0.92,1.35,0.98,0.93
f_0,1.43,1.81,1.68,1.52,1.56,1.39,1.33,1.06,0.92,1.11,1.06,1.0,0.96,1.01,1.31,0.74
h_0,1.63,2.05,1.68,1.74,1.31,1.24,1.14,1.04,1.36,1.09,1.06,1.05,1.0,0.96,0.9,0.99
a_0,1.7,1.7,1.83,1.6,1.84,1.26,1.23,1.29,1.15,1.02,0.75,1.01,0.96,1.0,1.03,0.98
e_0,1.73,2.32,1.88,1.65,1.54,1.33,1.25,1.07,1.1,1.08,0.99,0.77,1.12,0.89,1.0,0.96
g_0,1.69,1.78,1.62,2.13,1.57,1.46,1.0,1.08,1.14,1.14,1.09,1.3,0.99,1.0,1.06,1.0
