,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.51,0.63,0.95,0.65,0.72,0.5,0.86,1.48,0.71,0.91,0.87,0.96,1.0,0.81,0.66,0.84
f_1,1.24,1.53,0.7,0.68,0.58,0.61,0.66,0.82,0.67,0.76,0.81,0.53,0.82,0.62,0.5,0.78
c_1,0.66,0.8,1.54,0.73,1.1,0.59,0.91,0.7,0.8,0.49,0.63,0.83,0.9,0.71,0.7,0.7
d_1,0.76,0.86,0.69,1.57,0.69,0.51,0.83,0.57,0.8,1.4,1.02,0.83,0.95,0.9,0.75,0.81
b_1,0.67,0.78,0.71,0.76,1.61,1.12,0.79,0.83,0.83,1.0,0.68,0.86,0.99,0.59,0.74,0.99
a_1,1.01,0.91,0.71,0.88,0.62,1.76,1.12,1.0,0.91,0.91,0.98,0.75,1.07,0.5,0.83,0.92
h_1,1.01,1.38,0.95,0.91,0.95,0.71,1.81,1.12,1.41,0.95,1.08,1.12,0.98,1.05,0.91,1.22
d_0,0.82,0.98,1.77,0.78,0.92,0.74,1.17,1.64,1.17,0.9,1.22,1.12,1.2,0.91,1.08,1.31
g_1,0.98,0.95,0.96,1.43,0.9,0.72,0.91,0.93,1.85,1.31,1.08,1.5,1.3,0.79,1.14,0.94
c_0,0.99,1.17,0.86,1.01,0.74,0.85,1.29,1.38,1.01,1.69,2.01,1.33,1.43,1.21,1.1,1.28
b_0,1.1,1.15,1.21,1.05,0.63,0.7,1.15,1.25,1.31,1.05,1.7,1.24,1.33,1.75,1.07,1.2
f_0,0.87,0.84,1.18,1.2,1.02,0.82,1.15,1.23,1.12,1.2,1.22,1.74,1.4,1.22,1.72,1.16
h_0,1.06,1.44,1.05,1.22,0.85,0.86,0.85,1.29,1.33,1.18,1.22,1.1,1.08,1.01,1.02,1.65
a_0,1.11,1.38,1.15,1.03,0.9,0.77,1.12,1.41,1.17,1.37,1.16,1.12,1.52,1.79,1.16,1.25
e_0,0.84,1.3,1.2,1.15,1.11,0.97,1.24,1.21,1.23,1.09,1.31,0.99,1.55,0.96,1.79,1.31
g_0,1.05,1.07,1.07,1.62,0.91,0.9,1.25,1.1,0.99,1.38,1.23,1.75,1.25,1.04,1.1,1.03
