,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.83,1.01,1.3,1.25,2.71,16.58,32.15,27.53,43.5,37.52,42.05,79.35,86.85,102.77,113.74
f_1,1.2,1.0,0.94,1.28,1.06,3.24,11.98,27.11,26.85,29.8,30.16,39.45,76.25,65.68,87.84,100.63
d_1,0.99,1.07,1.0,0.89,1.25,2.65,14.01,21.44,35.29,29.7,33.94,36.69,65.65,74.36,87.13,81.22
c_1,0.76,0.79,1.1,1.0,1.77,2.44,11.73,19.81,19.04,20.38,24.52,37.93,50.18,72.72,91.58,87.34
b_1,0.8,0.95,0.8,0.57,1.0,3.43,11.21,21.32,24.19,24.5,33.58,30.01,55.89,68.93,78.07,80.1
a_1,0.36,0.31,0.38,0.4,0.29,1.0,5.16,11.1,9.52,10.75,13.77,14.09,25.77,31.28,29.22,36.03
h_1,0.06,0.08,0.07,0.08,0.09,0.2,1.0,2.06,1.81,2.0,2.51,2.55,4.92,5.83,6.46,8.91
g_1,0.03,0.04,0.05,0.05,0.05,0.1,0.49,1.0,1.0,1.11,1.26,1.95,2.72,2.45,4.02,3.73
c_0,0.04,0.04,0.03,0.05,0.04,0.11,0.52,1.08,1.0,1.25,1.56,1.42,3.23,2.99,3.22,3.68
d_0,0.02,0.03,0.03,0.05,0.04,0.09,0.52,0.94,0.79,1.0,1.1,1.34,1.95,2.35,2.85,3.15
b_0,0.03,0.03,0.03,0.04,0.03,0.07,0.39,0.82,0.63,0.96,1.0,1.22,3.36,2.9,2.72,2.97
f_0,0.02,0.03,0.03,0.03,0.04,0.07,0.4,0.5,0.69,0.7,0.81,1.0,1.57,2.28,3.37,1.97
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.2,0.39,0.34,0.5,0.32,0.63,1.0,1.18,1.26,1.77
h_0,0.01,0.01,0.01,0.01,0.02,0.03,0.17,0.41,0.33,0.43,0.37,0.42,0.86,1.0,1.15,1.37
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.26,0.32,0.33,0.37,0.3,0.78,0.86,1.0,0.91
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.11,0.26,0.27,0.31,0.32,0.49,0.58,0.73,1.12,1.0
