,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.95,0.73,0.4,0.4,0.36,0.25,0.28,0.28,0.22,0.23,0.25,0.17,0.25,0.18,0.15,0.21
e_1,0.45,0.95,0.58,0.37,0.42,0.28,0.3,0.49,0.26,0.29,0.25,0.26,0.26,0.19,0.16,0.25
c_1,0.48,0.4,0.94,0.42,0.68,0.32,0.3,0.26,0.23,0.13,0.19,0.23,0.27,0.21,0.21,0.22
d_1,0.57,0.45,0.41,0.95,0.39,0.26,0.31,0.26,0.24,0.47,0.32,0.23,0.29,0.22,0.22,0.22
b_1,0.53,0.46,0.42,0.42,0.94,0.56,0.36,0.33,0.25,0.28,0.17,0.29,0.27,0.19,0.21,0.21
a_1,0.61,0.6,0.55,0.61,0.36,0.94,0.37,0.39,0.38,0.31,0.29,0.31,0.35,0.18,0.23,0.22
h_1,0.98,0.77,0.7,0.78,0.51,0.38,0.76,0.42,0.5,0.42,0.38,0.34,0.33,0.31,0.32,0.46
d_0,0.85,0.66,1.16,0.53,0.65,0.48,0.52,0.68,0.41,0.36,0.44,0.33,0.4,0.32,0.31,0.39
g_1,0.76,0.66,0.77,1.15,0.64,0.41,0.42,0.5,0.74,0.48,0.44,0.59,0.37,0.31,0.4,0.31
c_0,0.93,0.77,0.8,0.73,0.57,0.48,0.52,0.65,0.47,0.68,0.72,0.41,0.57,0.39,0.34,0.42
b_0,0.9,0.89,0.93,0.76,0.49,0.37,0.56,0.59,0.52,0.48,0.69,0.48,0.55,0.64,0.31,0.46
f_0,0.68,0.78,0.9,0.97,0.66,0.51,0.55,0.58,0.41,0.49,0.44,0.66,0.54,0.37,0.64,0.4
h_0,1.16,0.92,0.77,0.91,0.72,0.47,0.44,0.51,0.6,0.47,0.42,0.41,0.4,0.35,0.38,0.5
a_0,0.99,0.95,0.94,0.88,0.76,0.38,0.63,0.52,0.52,0.51,0.43,0.49,0.53,0.62,0.48,0.42
e_0,1.06,0.57,0.92,1.05,0.85,0.54,0.61,0.62,0.46,0.5,0.56,0.38,0.54,0.42,0.64,0.47
g_0,1.0,0.76,0.93,1.2,0.78,0.69,0.48,0.49,0.4,0.5,0.46,0.61,0.52,0.42,0.41,0.36
