,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.66,0.93,1.33,1.73,1.55,1.28,0.68,0.63,0.63,0.52,0.52,0.63,0.43,0.47,0.44,0.92
f_1,1.64,0.66,1.3,1.34,1.4,1.04,0.51,0.5,0.66,0.46,0.55,0.62,0.35,0.44,0.49,0.42
d_1,1.44,1.46,0.65,1.52,1.38,1.47,0.65,0.88,0.46,0.61,0.5,0.54,0.4,0.49,0.29,0.44
c_1,1.25,1.62,1.72,0.64,1.63,1.21,0.74,0.34,0.66,0.73,0.53,0.45,0.44,0.47,0.43,0.38
b_1,1.64,1.73,1.73,0.91,0.62,1.79,0.86,0.61,0.69,0.83,0.99,0.63,0.45,0.55,0.45,0.65
a_1,1.75,2.41,1.9,1.99,0.94,0.58,0.68,0.68,1.19,0.64,0.64,0.6,0.63,1.13,0.54,0.52
h_1,2.17,2.51,2.23,1.99,1.93,2.01,0.57,0.82,1.09,0.72,0.78,0.77,0.96,0.74,0.8,0.82
d_0,1.59,2.34,3.96,2.52,2.4,2.22,1.08,0.63,1.08,0.91,0.83,0.85,0.73,0.86,0.78,0.89
g_1,2.6,2.41,2.22,2.51,2.55,2.1,0.86,0.98,0.54,0.82,0.96,0.88,0.56,0.76,0.85,0.79
c_0,2.41,2.53,1.46,3.4,2.22,2.7,1.14,1.17,1.02,0.6,1.12,1.01,0.77,0.86,0.85,0.97
b_0,2.38,2.19,2.44,2.78,3.26,2.58,1.08,1.03,1.02,0.56,0.6,0.9,0.66,0.86,0.75,0.76
f_0,2.31,4.03,2.41,2.66,2.29,2.36,1.07,0.92,0.83,0.81,0.87,0.59,0.73,0.77,0.5,0.92
h_0,2.65,2.67,2.75,2.86,3.05,2.21,1.52,0.95,1.25,0.91,0.96,0.98,1.13,0.78,0.88,0.92
a_0,3.31,3.13,2.56,2.82,3.39,3.48,1.49,1.01,1.36,0.91,0.69,1.06,1.03,0.57,0.86,1.15
g_0,2.66,2.88,3.33,3.05,3.36,2.46,0.9,1.06,1.99,0.91,0.92,1.04,0.72,1.06,0.99,1.23
e_0,3.83,3.68,3.15,3.06,2.41,2.79,1.07,0.99,1.19,0.91,0.95,0.66,0.87,0.97,0.66,0.57
