,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.44,0.89,1.81,1.93,1.92,1.93,0.52,0.36,0.63,0.39,0.33,0.47,0.24,0.37,0.31,0.75
f_1,1.61,0.42,1.52,1.74,1.88,1.67,0.36,0.37,0.53,0.3,0.33,0.7,0.19,0.3,0.29,0.31
d_1,2.16,1.86,0.42,1.82,1.59,1.57,0.48,0.93,0.31,0.37,0.45,0.3,0.27,0.32,0.15,0.27
c_1,1.51,1.93,2.16,0.41,1.83,1.5,0.56,0.2,0.49,0.53,0.33,0.32,0.22,0.39,0.26,0.32
b_1,1.88,2.34,1.93,1.07,0.4,1.76,0.64,0.44,0.58,0.46,0.7,0.4,0.26,0.47,0.3,0.47
a_1,2.04,3.15,2.43,2.29,1.12,0.33,0.72,0.51,0.98,0.45,0.89,0.51,0.46,1.69,0.36,0.48
h_1,2.59,3.41,2.51,2.87,3.05,2.78,0.32,0.66,0.85,0.65,0.5,0.57,0.67,0.5,0.5,0.59
d_0,1.86,2.85,4.72,3.37,3.39,2.84,0.8,0.37,1.02,0.58,0.7,0.7,0.51,0.6,0.62,0.67
g_1,3.12,3.69,3.38,3.49,3.52,3.45,0.68,0.72,0.28,0.59,0.6,0.58,0.34,0.58,0.72,0.68
c_0,3.12,3.34,1.91,6.9,3.67,3.0,0.93,1.0,0.94,0.37,0.75,0.74,0.53,0.65,0.48,0.67
b_0,3.09,3.57,2.92,4.74,5.46,3.31,1.13,0.7,0.89,0.36,0.33,0.7,0.48,0.61,0.47,0.6
f_0,3.67,7.0,3.18,4.08,2.89,3.22,1.02,0.8,0.55,0.7,0.65,0.33,0.48,0.59,0.33,0.6
h_0,3.9,4.15,3.46,3.73,4.27,3.68,1.66,0.78,1.06,0.69,0.67,0.7,0.88,0.62,0.61,0.7
a_0,3.72,4.02,3.67,5.22,6.35,6.0,1.07,1.01,1.07,0.72,0.41,0.7,0.6,0.31,0.74,0.72
g_0,4.79,4.95,3.88,4.38,4.58,3.99,0.71,1.07,1.77,0.87,1.0,0.7,0.55,0.71,0.7,0.79
e_0,7.16,8.32,3.81,3.83,3.94,3.67,1.14,0.99,1.21,0.85,1.01,0.35,0.54,0.82,0.53,0.31
