,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9557.86,6011.42,2817.28,3740.65,7100.29,51740.05,2739710.89,10006258.25,9550680.98,13560886.58,28076773.09,12837923.82,117059628.34,99099312.43,208092753.39,138606781.66
e_1,2968.85,12819.53,2673.17,5250.32,8482.13,38125.25,3258184.83,11652158.05,10645871.19,27481195.28,26753970.6,34814111.45,124656133.14,130632535.78,208832643.89,122653359.11
d_1,2576.26,2886.89,14294.0,3679.11,10484.69,37847.92,3422811.08,21685996.83,9577578.01,5869122.55,29951433.73,33642437.22,116412600.68,111353632.92,203272296.41,257947561.27
c_1,2310.04,2628.04,3667.82,18153.12,18827.66,45799.64,3080661.8,4768331.78,8770509.18,13510210.51,18884240.5,28523108.86,120753183.43,93616891.26,215404320.17,196613596.29
b_1,2345.98,2817.84,3856.9,4756.59,48115.86,93929.32,3220590.19,9796931.22,8286831.69,13337178.66,13331131.61,31585604.96,108990157.56,106022260.85,174946674.32,197228625.86
a_1,2251.36,3197.99,3924.47,4511.47,9203.53,357462.88,3186024.32,11967695.73,12536006.99,13808935.14,29522450.41,33944516.99,134990334.46,61253168.73,205677557.39,197891700.74
h_1,4244.6,3340.25,4982.98,4631.23,10361.36,53512.96,9057215.28,12904252.51,16999848.58,19042458.5,36902442.74,35545837.96,86902150.59,110994930.24,359102413.76,221904082.31
c_0,3804.3,3431.34,4268.98,3827.89,7962.03,60568.97,4174380.2,26651779.54,17436947.96,20238371.72,69490076.67,47124497.08,158546203.08,170371258.81,251543336.71,302859265.42
g_1,2827.52,3442.43,6202.7,5180.43,11356.21,47661.26,3799638.71,13930515.35,38747361.35,14950681.67,29536939.96,56480412.38,117117359.87,146764617.19,137996501.24,252602747.14
d_0,3090.2,3179.91,2745.34,10333.77,10918.41,48069.48,3664844.14,9703033.92,13487837.43,33567401.09,36895373.98,36870630.43,135393174.31,160091121.34,307891476.22,281902328.42
b_0,3813.61,3809.16,4767.73,5609.9,5507.86,47034.13,3449076.81,13626300.28,13448707.88,19900607.4,75735743.48,40835999.98,165710550.17,317519604.49,289228079.4,235043607.08
f_0,2108.66,2548.74,5130.99,5943.56,12403.34,59333.54,4406126.41,15263469.07,14140353.0,18081105.13,31329877.5,85386662.49,134469558.5,154324798.32,245982740.7,649303717.43
h_0,4727.25,3671.65,4177.12,5289.58,9941.46,48759.47,2474196.56,13659657.19,19537100.25,15926252.66,32975850.03,35407257.69,97031305.49,133861268.67,290146966.69,198659147.78
a_0,3211.79,3669.25,5578.13,5503.63,12715.82,28439.24,4188070.77,13859669.4,11703678.84,20365585.02,32649215.86,41223510.8,156399575.13,353164211.25,238306000.8,312105327.78
g_0,2838.82,3398.17,6384.21,5699.86,10995.86,42671.92,3742068.43,14458247.5,10776001.82,16863743.67,34807841.7,61422743.77,139236530.67,121293072.05,177495208.79,327541322.17
e_0,3583.49,2697.42,5022.52,6357.92,12731.01,54756.16,3594061.24,16183182.58,10242704.01,17816419.34,29389990.01,40163456.49,158324789.16,125954708.78,279067971.82,721103055.84
