,f_1,c_1,e_1,b_1,d_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.66,1.34,1.3,1.2,1.24,1.09,0.47,0.46,0.44,0.61,0.46,0.52,0.37,0.29,0.35,0.42
c_1,1.29,0.65,1.04,1.52,1.87,1.2,0.5,0.31,0.59,0.58,0.39,0.4,0.45,0.36,0.43,0.4
e_1,0.98,1.56,0.65,1.36,1.17,1.22,0.66,0.62,0.49,0.61,0.5,0.58,0.41,0.45,0.62,0.44
b_1,1.61,0.84,1.35,0.64,1.43,1.56,0.7,0.48,0.64,0.72,0.67,0.5,0.5,0.4,0.47,0.4
d_1,1.4,1.25,1.77,1.32,0.63,1.11,0.58,0.77,0.57,0.39,0.5,0.53,0.57,0.45,0.43,0.27
a_1,1.75,1.79,1.82,0.99,1.51,0.58,0.81,0.68,0.58,0.79,0.71,0.55,0.86,0.47,0.61,0.5
h_1,2.3,2.36,1.73,1.86,2.06,1.74,0.56,0.77,0.78,1.13,0.76,0.69,0.66,0.89,0.64,0.58
d_0,2.35,2.46,1.37,2.35,2.73,2.13,0.97,0.62,0.72,0.97,0.61,0.69,0.67,0.55,0.83,0.61
c_0,2.27,3.92,2.22,2.1,1.36,2.06,1.07,1.18,0.58,0.93,0.86,0.75,0.91,0.69,0.77,0.65
g_1,2.07,2.22,2.3,1.99,2.49,2.06,0.76,0.88,0.86,0.53,0.79,0.89,0.8,0.51,0.73,0.79
b_0,2.19,3.8,2.28,3.0,1.92,1.94,1.01,1.25,0.56,0.98,0.59,0.74,0.96,0.67,0.77,0.69
f_0,3.82,2.92,2.34,2.34,1.79,2.08,1.21,0.93,0.77,0.73,0.92,0.57,0.83,0.75,0.88,0.49
a_0,2.94,3.14,2.63,3.08,2.3,3.27,1.24,1.06,0.73,1.23,0.52,0.86,0.55,0.81,0.81,0.67
h_0,2.68,2.81,2.43,2.82,2.4,2.55,1.25,0.97,0.85,1.16,0.91,0.86,0.8,0.98,0.91,0.73
e_0,3.27,2.89,4.23,2.45,2.4,2.4,1.41,0.97,0.95,1.13,0.91,0.6,0.88,0.78,0.56,0.65
g_0,2.69,2.74,2.54,2.87,2.88,2.5,1.1,1.11,0.99,1.52,0.84,1.08,1.04,0.72,0.89,0.98
