,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.78,0.93,1.21,1.03,0.97,1.0,1.23,0.91,1.29,1.09,1.21,1.01,1.05,1.1,1.16
f_1,1.27,1.0,0.94,1.02,0.94,0.79,0.9,1.01,0.87,0.98,0.94,0.76,0.85,0.98,0.89,0.98
d_1,1.07,1.07,1.0,0.87,0.99,0.99,1.06,0.83,1.31,1.07,1.05,0.93,0.98,0.98,1.05,0.8
c_1,0.82,0.98,1.16,1.0,1.4,0.97,0.92,0.91,0.84,0.72,0.78,0.98,0.97,0.98,0.95,0.93
b_1,0.95,1.06,0.99,0.73,1.0,1.55,1.13,1.01,1.15,0.95,1.0,1.02,1.18,0.8,0.98,1.03
a_1,1.03,1.25,1.0,1.03,0.65,1.0,1.14,1.02,1.05,1.21,1.12,1.01,1.14,1.29,1.03,1.17
h_1,0.99,1.11,0.98,1.11,0.89,0.85,1.0,1.19,0.89,0.91,0.99,0.96,0.97,1.01,0.85,1.26
g_1,0.83,0.98,1.21,1.06,1.0,0.93,0.83,1.0,1.03,0.93,0.92,1.2,0.97,0.93,1.03,1.0
c_0,1.06,1.15,0.8,1.22,0.85,0.96,1.12,0.94,1.0,1.21,1.37,1.02,1.03,1.1,1.0,1.01
d_0,0.79,0.99,0.98,1.41,1.1,0.85,1.05,1.12,0.84,1.0,1.06,1.04,1.07,0.92,1.0,1.19
b_0,0.92,1.07,1.01,1.22,0.99,0.87,1.03,1.12,0.75,0.94,1.0,1.01,1.03,1.43,1.02,0.99
f_0,0.86,1.17,1.08,1.05,1.0,0.98,0.99,0.87,0.95,0.98,0.98,1.0,1.13,0.96,1.34,0.77
h_0,0.97,1.23,1.03,1.0,0.86,0.86,1.01,1.07,0.96,0.96,0.99,0.89,1.0,0.9,0.96,1.25
a_0,0.93,1.02,1.02,1.01,1.26,0.79,1.0,1.1,0.91,1.02,0.72,1.03,1.11,1.0,1.1,0.94
e_0,0.86,1.15,0.98,1.03,1.0,0.97,1.13,0.93,1.03,1.0,1.04,0.77,1.0,0.84,1.0,1.09
g_0,0.85,0.99,1.22,1.07,1.01,0.85,0.81,0.99,0.98,0.83,1.06,1.33,0.83,1.01,1.0,1.0
