,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.34,3.32,3.62,3.08,3.09,1.12,1.08,1.21,0.84,0.84,1.04,1.02,0.94,2.17,0.83
f_1,3.41,1.07,3.04,3.86,3.43,2.98,0.85,0.96,1.49,0.86,0.85,1.37,0.58,0.71,0.71,0.84
d_1,4.42,3.73,1.07,2.87,3.11,2.68,1.48,2.81,1.03,1.24,1.15,0.85,0.9,0.81,0.91,0.54
c_1,3.19,3.18,4.46,1.07,3.97,2.96,1.55,0.67,1.34,2.01,0.94,0.97,0.83,0.94,0.86,0.62
b_1,4.38,4.27,3.58,2.84,1.07,3.78,1.72,1.41,1.16,1.12,2.08,1.14,0.78,1.13,1.0,0.94
a_1,5.16,5.06,5.75,5.8,3.09,1.07,2.54,1.87,1.88,1.85,1.96,1.65,1.62,3.34,1.31,1.31
h_1,7.09,10.01,6.54,6.78,7.01,5.95,1.37,1.95,2.65,1.98,2.28,1.84,2.6,1.79,1.42,1.54
d_0,5.49,8.75,11.71,10.08,8.54,6.96,3.97,1.66,2.76,2.75,2.63,2.79,1.77,2.04,2.11,2.3
g_1,9.22,8.21,9.01,8.08,9.56,6.88,2.96,2.83,1.39,2.47,2.57,2.71,1.69,2.3,2.02,4.31
c_0,11.05,9.99,5.23,15.84,9.25,8.52,3.7,3.05,3.75,1.62,2.96,2.74,1.86,2.25,2.45,1.97
b_0,9.23,11.14,8.56,10.76,16.71,8.21,3.35,2.8,3.51,1.85,1.66,2.45,2.16,3.12,2.38,2.21
f_0,10.42,23.31,11.07,8.15,9.93,8.43,3.6,2.94,2.55,2.59,2.88,1.67,1.84,2.91,4.15,1.55
h_0,11.28,13.4,10.63,10.4,12.76,8.35,6.43,3.75,4.24,3.56,3.03,3.82,4.12,2.69,2.71,2.96
a_0,12.05,17.46,15.1,12.56,12.09,16.63,4.32,4.58,4.32,4.08,2.23,3.03,3.13,1.66,2.92,3.4
e_0,14.71,15.45,11.65,14.71,13.09,12.5,5.67,4.24,5.59,3.85,4.32,2.1,2.91,3.56,1.7,3.33
g_0,11.66,16.07,15.34,15.23,11.98,12.22,4.27,3.51,,4.0,3.43,4.26,2.44,3.62,3.5,3.88
