,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,1.16,0.92,1.02,0.79,0.71,0.83,0.69,0.58,0.65,0.68,0.59,0.59,0.57,0.59
f_1,1.25,1.0,0.96,0.94,0.84,0.73,0.58,0.71,0.7,0.63,0.64,0.58,0.49,0.58,0.44,0.56
c_1,0.85,1.04,1.0,1.09,1.27,0.83,0.66,0.5,0.66,0.55,0.5,0.59,0.62,0.54,0.57,0.61
d_1,1.1,1.04,0.9,1.0,0.93,0.87,0.7,0.75,0.57,0.83,0.7,0.65,0.57,0.64,0.6,0.49
b_1,0.99,1.19,0.8,1.06,1.0,1.39,0.78,0.62,0.7,0.8,0.67,0.66,0.74,0.51,0.64,0.64
a_1,1.21,1.36,1.21,1.16,0.75,1.0,0.9,0.78,0.82,0.73,0.98,0.74,0.79,0.75,0.75,0.67
h_1,1.37,1.62,1.49,1.45,1.29,1.08,1.0,0.81,1.01,0.79,0.89,0.8,0.89,0.85,0.79,0.94
d_0,1.19,1.38,1.96,1.34,1.66,1.34,1.22,1.0,1.07,0.76,0.86,0.95,1.01,0.77,1.04,1.02
g_1,1.47,1.39,1.53,1.81,1.5,1.18,0.99,0.89,1.0,0.99,0.96,1.06,0.77,0.87,0.87,0.9
c_0,1.68,1.57,1.81,1.23,1.28,1.24,1.25,1.3,0.99,1.0,1.25,0.95,0.91,1.04,0.92,0.88
b_0,1.48,1.48,2.0,1.43,1.52,1.02,1.1,1.14,1.04,0.77,1.0,0.95,0.92,1.26,0.99,0.93
f_0,1.53,1.74,1.65,1.61,1.55,1.37,1.32,1.07,0.92,1.08,1.03,1.0,0.98,1.0,1.3,0.75
h_0,1.68,1.97,1.64,1.79,1.35,1.24,1.12,1.0,1.29,1.07,1.09,1.06,1.0,0.91,0.9,1.01
a_0,1.73,1.6,1.87,1.68,1.91,1.26,1.17,1.29,1.12,0.98,0.82,0.99,1.01,1.0,1.02,0.99
e_0,1.69,2.29,1.8,1.64,1.63,1.34,1.28,1.03,1.11,1.04,1.04,0.8,1.11,0.95,1.0,0.92
g_0,1.68,1.82,1.7,2.02,1.58,1.51,1.05,1.03,1.12,1.14,1.08,1.26,1.0,0.97,1.1,1.0
