,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,13282.31,4099.8,4911.61,3236.96,6872.41,25021.31,3934302.3,20535228.67,12975236.62,9307049.67,26463209.11,31451765.13,127415847.58,157421294.79,100460051.4,216342683.18
f_1,5628.48,16220.82,3639.24,4459.33,6652.04,19482.36,3151233.02,9211199.91,10683039.58,8742152.49,21854370.72,13195429.76,141535066.94,154799046.33,86085443.84,228404495.77
c_1,2842.76,3550.1,16838.88,3888.98,15790.86,20644.51,3257962.13,10039173.88,4169670.58,7898622.51,14966576.62,29017967.6,136067876.79,138975921.4,133164944.39,231863467.14
d_1,3659.92,3680.4,3395.37,17298.45,9536.17,21592.52,3399333.07,4923431.52,20066674.16,10124117.15,27297311.68,28751229.59,142365395.22,112727807.91,134122503.49,208768766.06
b_1,2873.57,4566.7,3773.18,4030.46,40090.62,47113.53,3497013.67,8696079.4,12402612.44,8710365.09,8797341.61,25450516.38,130050532.8,103515060.63,122959725.36,206990690.69
a_1,3290.17,4450.08,3972.25,4793.62,6026.46,157235.89,4425923.69,11384044.26,9719762.43,8792165.28,24086429.33,30905721.87,144736612.97,64783385.25,180125026.67,217321473.18
h_1,3752.26,6545.96,4930.08,5429.8,8902.04,24229.54,10663886.71,11794914.37,13736699.59,16063101.01,25697479.82,32886118.39,109374331.29,144458570.78,202158292.97,363915516.98
d_0,3872.69,4824.19,9477.64,2930.35,9537.27,29664.16,3996686.56,23661983.93,10697347.99,10574715.57,30547175.74,37472685.99,184906357.22,151225076.51,192056053.73,284513552.38
c_0,4356.02,6169.07,3612.12,5383.63,5586.89,31470.58,4498093.11,13394902.75,25905779.74,11369044.58,59873888.86,30221701.52,200302352.0,215861153.88,214709549.68,299633649.67
g_1,3770.46,3424.82,5057.18,8639.16,7810.4,29618.58,4070892.61,11223162.03,14140481.81,33427682.27,29697323.33,51069835.04,162362420.86,130680015.91,177249337.02,158562047.14
b_0,4126.67,4995.58,5824.88,5514.54,5761.05,21691.21,4893259.88,13687925.32,15750642.18,12036374.41,63264747.94,33296262.72,183258214.72,357182824.44,189838956.43,301381614.25
f_0,3226.78,3264.93,6025.39,5205.92,11404.49,28453.81,4618792.57,14918582.82,13445290.6,13071467.74,30416150.08,72927014.82,171172720.19,164444215.25,366476268.0,272086654.1
h_0,3521.93,6910.5,5727.51,5329.35,9592.79,27933.94,2742392.36,12345399.59,12531796.82,14147231.11,31095868.31,29660614.24,124521351.48,182405896.83,175530199.27,368873697.72
a_0,3998.46,5019.01,5319.11,5544.43,10204.78,17872.82,4879823.37,13592539.08,12721672.53,13790069.52,28353408.38,35903543.88,240483585.67,441596931.81,168539951.56,294699095.09
e_0,2030.43,5936.89,5090.98,5416.87,10754.87,28655.21,5657398.52,12084162.95,15910756.65,12070897.21,32580483.27,36550443.57,185995479.17,187115741.58,472528301.63,300153202.69
g_0,3106.61,4347.45,5050.42,7665.98,10735.02,25607.05,4761720.15,9815647.05,13868414.84,9612146.89,28706075.61,53180228.06,138870802.99,206555409.94,229090166.01,230735322.23
