,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.43,2.27,1.38,1.4,1.48,1.19,2.49,2.57,2.79,3.3,2.79,2.66,3.81,3.56,3.61,2.39
e_1,1.36,2.5,1.39,1.9,1.41,1.51,3.07,2.72,3.02,5.04,3.38,3.52,4.05,3.48,4.32,2.99
d_1,1.65,1.44,2.51,1.2,1.4,1.6,2.87,2.92,4.95,2.83,3.68,3.29,4.09,3.21,3.78,3.25
c_1,1.49,1.22,1.55,2.65,2.34,1.37,2.7,2.56,2.17,2.53,2.39,3.32,3.75,2.72,4.05,3.28
b_1,1.43,1.51,1.54,1.28,2.74,2.49,3.17,2.8,3.37,3.17,2.6,3.11,4.41,2.69,3.84,3.29
a_1,1.78,1.45,1.58,1.63,1.22,3.26,2.96,3.03,2.92,3.55,3.91,3.22,4.31,2.88,4.05,3.99
h_1,1.91,1.31,1.8,1.55,1.31,1.44,4.25,3.74,3.27,3.23,3.81,3.18,3.65,3.47,5.27,3.83
g_1,1.41,1.44,2.08,1.58,1.5,1.42,2.65,4.54,3.46,2.67,3.56,4.72,3.66,3.49,3.7,3.53
c_0,1.71,1.51,1.45,1.51,1.37,1.78,3.24,3.25,4.33,3.72,5.69,4.1,4.63,4.42,5.0,3.78
d_0,1.48,1.31,1.35,2.59,1.62,1.49,2.82,3.42,2.36,4.31,3.32,3.36,3.72,3.26,4.18,4.05
b_0,1.76,1.42,1.57,1.75,1.47,1.34,3.17,3.29,2.99,3.46,4.59,3.68,4.61,6.22,4.94,3.95
f_0,1.48,1.26,1.61,1.69,1.63,1.74,3.62,2.96,3.35,3.55,3.75,4.71,4.35,3.71,4.26,6.49
h_0,1.87,1.51,1.64,1.51,1.45,1.53,2.72,3.92,3.17,3.42,3.22,3.58,3.47,3.85,5.27,2.89
a_0,1.57,1.45,1.87,1.59,1.63,1.17,3.36,3.28,3.22,3.27,3.1,3.55,4.48,5.3,4.84,3.76
g_0,1.55,1.3,2.07,1.54,1.46,1.64,3.05,3.03,3.22,3.03,3.42,4.52,3.95,3.6,3.62,4.35
e_0,1.81,1.14,1.65,1.75,1.52,1.52,3.09,3.28,3.56,2.82,3.38,3.01,4.7,3.95,4.13,5.46
