,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,8737.81,4933.57,5345.64,10751.78,14942.25,39599.39,4690005.18,23821922.52,14126714.5,13680309.35,26368621.76,32039174.29,216268384.78,222885398.59,162853798.73,329100344.37
f_1,5653.72,11834.3,5717.84,8313.22,12415.93,37810.47,5525146.44,14943891.84,15274164.13,12142785.92,23832176.9,19051418.79,164440080.39,190001922.52,157222648.32,363388045.16
d_1,3239.4,4572.61,19356.91,5648.49,14683.35,42298.75,5718168.35,7805616.7,29424269.62,14640575.73,28450073.84,35479864.68,203071376.35,226101174.5,244578809.72,389641495.29
c_1,2781.86,3977.23,5798.18,27828.88,29232.48,44710.3,4567956.53,13945565.28,7150957.88,11218234.73,18741050.99,29457666.73,186206579.18,162666037.56,222914983.2,350794124.74
b_1,2890.87,4123.02,6086.56,8896.5,54468.58,90414.84,4823960.38,13031916.91,15037607.66,15643690.35,16028869.52,34141620.47,180459310.41,147576695.4,266996946.88,314755679.9
a_1,3460.53,5451.84,6163.78,9096.49,14385.69,202891.15,5600246.06,15175057.21,14386844.38,10013649.2,23258812.13,27720302.0,189844741.86,124808307.18,270225709.61,406389013.91
h_1,3257.23,6581.59,8112.42,8629.31,14657.54,38934.62,11220504.44,13412014.49,18976517.17,20587631.92,26042712.52,36619057.98,165277074.61,253921955.44,238152216.84,522601935.32
d_0,3677.41,5297.65,4690.45,17048.55,16876.75,45270.1,4926490.56,22892240.41,12124047.86,13932860.12,22768280.56,32492050.41,219092165.94,201702624.56,238719966.88,370954052.3
c_0,3886.4,5920.1,7926.03,6159.53,14583.69,48482.47,6559412.49,13455470.16,28419964.76,16034003.21,47859081.76,35841237.97,217183874.19,280298719.59,271668088.52,446234301.98
g_1,2913.33,4173.04,12432.53,8807.23,12754.8,50759.64,5797553.02,12343685.15,17521300.7,38091808.21,23603422.31,53502424.54,204712622.89,184054142.89,350937928.42,319407826.56
b_0,4024.36,4937.88,8027.74,10073.61,10862.61,39390.37,6239181.85,15075062.39,19296546.92,16297397.27,44741126.87,37694932.55,234004435.87,450855232.85,276958468.85,436086449.38
f_0,2783.29,3797.82,8739.76,11254.98,15179.27,50729.57,5978976.67,15642841.03,19700266.06,17733230.68,30407069.54,67902332.6,252761381.9,265634072.76,592952075.37,454968036.27
h_0,3703.41,6244.23,7159.48,9980.81,17323.06,42709.33,5073663.21,14784411.62,17188983.56,22982604.13,27063995.37,37585283.42,162264338.5,216809249.93,269990748.5,543096128.86
a_0,4173.07,5373.88,7973.54,8961.31,14530.59,24233.02,6741726.78,12852978.21,17237732.8,17386925.16,26545854.36,41211397.49,244308735.9,507836471.59,244944702.41,454661660.49
e_0,2548.36,5326.87,7930.24,8969.72,18879.53,48439.79,7007597.7,14916344.33,19448943.6,17203731.4,33863808.83,42116692.24,214264783.08,262292584.05,640489428.94,428007830.49
g_0,3272.76,3973.72,10919.09,9176.52,16680.96,40306.0,5599267.94,11412003.32,18173943.08,12089135.62,28228876.83,55977159.87,219204605.17,298527888.8,313383187.57,323845382.07
