,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.04,1.62,1.52,1.45,1.4,1.11,0.49,0.47,0.51,0.42,0.44,0.44,0.28,0.39,0.35,0.34
e_1,1.15,1.04,1.44,1.7,1.52,1.27,0.65,0.55,0.57,0.45,0.42,0.51,0.35,0.4,0.36,0.49
d_1,1.75,1.81,1.04,1.46,1.46,1.3,0.61,0.57,0.41,0.52,0.43,0.42,0.35,0.39,0.27,0.38
c_1,1.66,1.38,2.01,1.05,1.59,1.35,0.64,0.33,0.65,0.53,0.44,0.45,0.4,0.41,0.34,0.45
b_1,1.98,1.82,1.91,1.29,1.05,1.94,0.75,0.54,0.69,0.75,0.71,0.46,0.38,0.44,0.43,0.48
a_1,3.09,2.65,2.45,2.27,1.49,1.06,1.02,0.93,0.95,0.9,0.96,0.74,0.66,0.79,0.51,0.66
h_1,4.75,3.82,4.11,3.97,3.72,2.61,1.2,1.14,1.53,1.09,1.03,1.01,1.04,0.91,0.97,0.9
d_0,4.76,3.53,6.36,6.46,5.25,3.8,2.24,1.37,2.22,1.41,1.4,1.48,1.28,1.31,1.3,1.7
g_1,5.71,5.16,5.95,4.69,4.92,3.89,1.68,1.6,1.26,1.62,1.45,1.45,0.96,1.25,1.17,1.26
c_0,6.3,5.4,3.81,6.47,4.85,3.77,2.22,2.03,1.75,1.32,1.62,1.42,1.38,1.53,1.16,1.42
b_0,6.32,5.93,5.33,7.27,6.24,3.91,2.41,1.98,2.08,1.23,1.35,1.63,1.43,1.78,1.26,1.28
f_0,7.76,5.61,6.08,5.99,6.45,4.89,2.51,1.93,1.68,1.84,1.7,1.4,1.48,1.67,1.08,1.87
h_0,7.9,7.35,7.06,6.45,6.97,5.7,3.03,2.12,2.73,2.04,1.92,1.9,1.7,1.8,1.5,1.58
a_0,8.12,7.18,7.06,8.55,8.6,6.05,3.31,2.35,2.54,1.88,1.39,1.99,1.85,1.46,1.61,1.74
g_0,8.13,7.96,8.24,8.11,7.49,6.15,2.6,2.28,3.16,2.16,2.09,2.52,1.63,2.07,1.95,2.14
e_0,9.77,8.86,7.81,7.92,7.17,6.36,3.29,2.25,2.8,2.27,2.14,1.39,1.93,2.32,1.59,1.43
