,c_1,f_1,d_1,e_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,a_0,g_0
c_1,13654.45,1433.88,1283.14,1744.44,4760.38,8232.91,1594771.81,2588327.17,4853173.7,1225611.72,12806214.31,8258823.03,63759008.69,46239995.64,44400144.91,84570277.48
f_1,1514.3,13901.52,1827.74,2985.76,2000.55,8671.36,1478435.0,2750959.78,3803565.99,6340063.42,1851541.45,14684055.94,57317073.98,24403786.68,56489972.27,78977084.26
d_1,1167.49,1403.14,15989.56,1243.4,2286.88,11401.85,1492018.26,2969372.87,1458033.97,14395539.54,12781967.47,17681880.12,59116868.44,55013246.72,55566341.23,102202822.62
e_1,1478.08,1387.71,1161.3,17875.61,2406.85,13797.16,1166636.75,2300538.53,10186567.76,5847633.12,11999286.95,12890120.56,76663896.41,11884980.96,48637775.97,120900211.29
b_1,1251.05,1539.17,1182.06,1703.71,27349.71,29898.13,1564950.38,2213019.5,5301760.02,5976745.81,12256859.03,2375162.18,55720245.49,53874763.0,49126829.46,75318628.46
a_1,1859.57,1245.94,1330.15,1471.92,2090.14,245127.47,1226626.07,2786090.41,4887704.05,6699438.38,11692703.48,11148241.71,64342645.89,61844809.74,9066268.17,102164394.73
h_1,2029.64,3675.48,2855.68,2559.11,2910.04,27371.31,9263575.62,5525716.7,6847258.14,13171792.28,20719552.91,24604208.34,33319633.72,64184990.94,94164332.71,209917034.92
g_1,1963.54,1849.39,4426.08,2624.76,3347.07,19846.78,2505654.63,21248331.0,7406798.63,12331989.13,34576069.16,22674428.33,92935850.68,101465490.82,111119129.45,74533334.98
d_0,4818.69,2553.86,1008.72,3212.62,3628.51,21093.71,1757631.96,4570432.03,22172624.75,9469646.81,20615851.44,23381914.34,89125244.65,72814997.37,90346859.76,166353769.2
c_0,1170.96,2675.3,3619.53,2896.76,3025.6,23873.11,2579270.07,5238969.74,8241603.8,35462025.12,24765795.57,53499794.94,115262571.3,104529163.93,123380256.0,245686344.01
f_0,2204.83,917.64,3685.5,2808.03,4675.49,31916.31,2179856.4,4459107.54,7468866.77,13817033.14,66743127.27,28627019.31,100923461.4,169085200.11,103262036.88,185684263.05
b_0,2166.21,3391.14,3112.63,3337.98,1195.59,17660.86,2094549.46,5720613.9,9838857.83,13602869.12,19020130.99,73013239.31,121254618.56,100232389.08,191019074.92,195957950.17
h_0,2265.3,3325.18,2732.81,2963.01,4083.15,25086.44,769167.79,7143865.09,8991393.18,10883557.16,20469688.17,21899897.39,50473990.59,76332439.16,114370664.6,226105327.12
e_0,2637.69,3196.01,2785.99,,4981.63,23785.67,3378305.59,4509492.94,6752157.33,9814479.89,24058201.41,27464470.81,136547993.88,395797832.69,103000481.57,192608241.62
a_0,3175.04,2807.71,4095.19,2768.64,3667.18,,2698972.4,3860027.92,7431042.72,8569001.05,15020993.4,12477848.52,95843333.75,72899196.02,407167417.52,219346743.97
g_0,2514.17,1832.39,4866.28,2642.58,4160.45,19432.96,1993395.01,2105296.42,7180248.0,10958559.75,28776855.25,21863204.32,101643650.78,65416968.63,102002048.82,77540443.59
