,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.96,1.44,1.23,1.53,2.56,26.7,41.1,33.79,39.88,46.02,59.75,75.14,112.37,163.34,163.92
f_1,1.04,1.0,1.07,1.04,1.45,2.87,17.65,24.31,28.42,32.94,39.31,44.11,54.67,86.86,90.18,128.32
c_1,0.7,0.94,1.0,1.23,1.98,2.47,22.98,19.25,27.72,29.78,33.16,42.86,62.35,100.0,94.43,126.51
d_1,0.81,0.96,0.82,1.0,1.43,2.57,20.68,26.93,21.23,42.07,36.11,39.07,61.75,93.58,100.36,95.69
b_1,0.65,0.68,0.51,0.7,1.0,2.97,14.68,17.16,18.22,25.82,24.7,29.65,46.63,72.58,77.62,75.65
a_1,0.39,0.35,0.4,0.39,0.34,1.0,8.67,8.79,10.17,13.24,15.64,15.31,27.74,43.19,35.6,49.58
h_1,0.04,0.06,0.04,0.05,0.06,0.12,1.0,1.1,1.47,1.51,1.65,2.1,2.58,4.41,4.24,7.17
d_0,0.03,0.04,0.05,0.04,0.06,0.11,0.96,1.0,0.97,1.23,1.49,1.7,2.44,3.6,4.78,5.36
g_1,0.03,0.03,0.04,0.05,0.05,0.1,0.67,1.01,1.0,1.31,1.53,2.12,2.02,3.73,4.37,5.29
c_0,0.02,0.03,0.04,0.02,0.04,0.07,0.66,0.81,0.73,1.0,1.59,1.3,1.95,2.65,3.69,3.9
b_0,0.02,0.03,0.03,0.03,0.03,0.06,0.61,0.65,0.67,0.65,1.0,1.12,1.76,3.76,3.57,3.23
f_0,0.02,0.02,0.02,0.02,0.03,0.07,0.52,0.6,0.47,0.77,0.93,1.0,1.4,2.11,3.85,2.76
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.37,0.39,0.49,0.52,0.58,0.7,1.0,1.46,1.68,2.28
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.23,0.27,0.25,0.4,0.28,0.45,0.66,1.0,1.08,1.16
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.24,0.21,0.23,0.28,0.28,0.27,0.63,0.87,1.0,1.29
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.19,0.19,0.26,0.32,0.38,0.43,0.82,0.8,1.0
