,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.17,0.9,0.93,0.75,0.52,0.6,0.44,0.47,0.43,0.46,0.35,0.35,0.36,0.35
f_1,1.3,1.0,0.97,0.99,0.78,0.73,0.44,0.44,0.41,0.49,0.4,0.34,0.29,0.33,0.25,0.35
c_1,0.84,1.03,1.0,1.06,1.3,0.76,0.47,0.34,0.39,0.42,0.31,0.38,0.34,0.33,0.32,0.33
d_1,1.11,1.01,0.96,1.0,0.92,0.73,0.49,0.44,0.54,0.37,0.45,0.4,0.35,0.32,0.34,0.27
b_1,1.1,1.31,0.8,1.1,1.0,1.32,0.6,0.47,0.62,0.52,0.46,0.43,0.39,0.31,0.36,0.36
a_1,1.32,1.36,1.3,1.3,0.77,1.0,0.75,0.62,0.54,0.62,0.58,0.57,0.51,0.41,0.47,0.43
h_1,1.94,2.26,2.12,1.96,1.67,1.36,1.0,0.86,0.79,1.06,0.79,0.75,0.7,0.65,0.64,0.72
d_0,1.72,2.13,2.85,2.16,2.2,1.67,1.14,1.0,0.83,1.01,0.89,0.88,0.85,0.71,0.77,0.82
c_0,2.28,2.37,2.5,1.85,1.71,1.78,1.22,1.2,1.0,0.97,1.2,0.88,0.88,0.88,0.8,0.74
g_1,2.18,2.03,2.3,2.65,1.91,1.65,0.97,0.99,1.0,1.0,0.93,1.07,0.72,0.68,0.74,0.67
b_0,2.28,2.42,3.18,2.22,2.29,1.56,1.28,1.13,0.78,1.12,1.0,0.91,0.91,1.08,0.75,0.8
f_0,2.17,2.81,2.63,2.38,2.38,1.85,1.32,1.12,1.13,0.9,1.06,1.0,0.97,0.83,1.13,0.67
h_0,2.9,3.32,2.94,2.85,2.62,1.95,1.41,1.19,1.13,1.37,1.11,1.09,1.0,0.9,0.9,1.04
a_0,2.81,3.17,2.94,3.26,3.28,2.49,1.59,1.31,1.14,1.42,0.94,1.21,1.11,1.0,0.91,0.91
e_0,2.81,3.73,2.89,2.83,2.74,2.21,1.51,1.27,1.21,1.33,1.29,0.88,1.07,1.13,1.0,0.95
g_0,2.83,3.04,2.9,3.59,2.79,2.33,1.37,1.22,1.29,1.52,1.24,1.47,0.92,1.05,1.11,1.0
