,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.17,0.46,0.87,0.83,0.84,0.81,0.25,0.23,0.16,0.16,0.21,0.16,0.12,0.17,0.47,0.13
f_1,0.71,0.17,0.7,0.79,0.79,0.89,0.16,0.29,0.16,0.14,0.36,0.13,0.08,0.16,0.14,0.15
d_1,0.88,0.93,0.16,0.92,0.81,0.68,0.2,0.13,0.43,0.12,0.13,0.16,0.1,0.13,0.13,0.06
c_1,0.65,0.75,0.94,0.15,0.86,0.58,0.23,0.25,0.08,0.35,0.15,0.17,0.11,0.12,0.15,0.12
b_1,0.8,1.04,0.91,0.38,0.13,0.77,0.22,0.24,0.16,0.31,0.16,0.41,0.12,0.18,0.15,0.16
a_1,0.73,0.86,0.88,1.01,0.36,0.09,0.34,0.24,0.18,0.16,0.17,0.22,0.15,0.37,0.29,0.12
h_1,0.58,0.68,0.57,0.62,0.67,0.56,0.06,0.18,0.13,0.12,0.14,0.13,0.22,0.11,0.1,0.08
g_1,0.66,0.75,0.57,0.62,0.58,0.66,0.11,0.05,0.18,0.15,0.12,0.14,0.07,0.15,0.12,0.15
d_0,0.35,0.61,1.61,0.66,0.58,0.56,0.2,0.2,0.07,0.13,0.13,0.13,0.13,0.12,0.12,0.11
c_0,0.71,0.65,0.32,1.52,0.67,0.58,0.2,0.19,0.19,0.06,0.16,0.14,0.08,0.12,0.1,0.1
f_0,0.55,1.3,0.59,0.62,0.56,0.56,0.18,0.11,0.14,0.11,0.05,0.14,0.1,0.11,0.12,0.05
b_0,0.66,0.6,0.4,0.88,1.66,0.7,0.17,0.22,0.14,0.06,0.11,0.05,0.1,0.13,0.1,0.07
h_0,0.64,0.6,0.54,0.63,0.59,0.55,0.28,0.2,0.13,0.13,0.13,0.11,0.15,0.1,0.1,0.08
a_0,0.57,0.69,0.48,0.57,0.73,1.58,0.17,0.16,0.16,0.14,0.14,0.06,0.1,0.04,0.16,0.08
e_0,0.86,0.82,0.54,0.55,0.62,0.59,0.16,0.14,0.12,0.13,0.06,0.15,0.11,0.14,0.04,0.08
g_0,0.62,0.59,0.54,0.7,0.67,0.54,0.14,0.22,0.13,0.11,0.13,0.12,0.07,0.16,0.12,0.15
