,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.33,2.25,2.13,2.22,2.18,0.87,0.89,0.78,1.0,0.72,0.75,0.72,0.6,1.08,0.64
f_1,2.31,0.66,1.93,2.07,1.81,1.67,0.72,0.8,0.72,1.0,0.72,1.47,0.48,0.73,0.72,0.67
c_1,1.91,2.28,0.65,2.71,2.47,1.64,0.97,0.44,1.05,0.98,0.64,0.67,0.62,0.8,0.74,0.6
d_1,2.65,1.99,1.99,0.65,2.15,1.73,0.92,2.15,0.81,0.67,0.79,0.93,0.56,0.78,0.71,0.37
b_1,2.21,2.76,1.4,2.21,0.62,3.17,1.1,0.91,1.08,1.13,1.55,0.71,0.6,0.81,0.78,0.72
a_1,2.72,2.73,2.83,3.24,1.27,0.58,1.15,1.08,0.94,1.22,1.24,0.9,1.04,1.45,0.85,0.86
h_1,2.86,3.02,2.71,2.5,2.49,2.52,0.59,1.0,1.04,1.12,0.98,0.78,1.14,0.76,0.9,0.82
d_0,1.78,3.05,3.8,3.59,2.95,2.61,1.41,0.69,0.84,1.17,1.12,1.01,0.79,1.0,0.85,0.93
c_0,2.69,3.46,6.63,1.89,3.25,2.35,1.31,1.33,0.66,1.43,1.38,0.95,0.87,0.94,0.93,1.09
g_1,2.83,3.37,3.18,2.85,2.99,2.71,1.23,1.12,1.02,0.56,1.16,1.18,0.67,0.95,0.88,1.38
b_0,2.59,3.35,4.17,2.36,7.93,2.61,1.57,1.03,0.62,1.38,0.64,1.02,0.83,1.09,0.85,1.01
f_0,2.68,6.5,3.41,2.71,3.77,3.15,1.52,1.09,1.06,0.86,1.15,0.63,1.02,1.02,1.02,0.74
h_0,3.1,4.19,3.4,3.28,3.37,2.94,3.66,1.2,1.22,1.93,1.19,1.23,1.76,1.04,1.27,0.92
a_0,3.95,3.54,3.31,2.92,4.37,,1.66,1.34,1.48,1.37,0.84,1.29,1.19,0.6,0.94,1.2
e_0,7.1,3.79,3.74,3.11,3.05,3.74,1.52,1.43,1.4,1.41,1.42,0.82,1.13,1.46,0.59,1.0
g_0,3.52,4.12,3.71,3.84,3.52,3.46,1.49,1.34,1.14,2.22,1.15,1.29,0.94,1.29,1.24,1.57
