,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.06,1.45,2.44,2.43,1.92,1.9,0.85,0.84,0.72,0.83,0.84,0.76,0.53,0.6,0.58,0.79
f_1,2.55,1.07,1.96,2.17,1.92,1.89,0.66,0.65,0.62,0.88,0.52,0.83,0.4,0.5,0.48,0.47
d_1,2.33,2.41,1.06,2.23,2.35,1.57,0.81,1.14,0.7,0.57,0.62,0.55,0.53,0.52,0.37,0.46
c_1,2.05,2.64,3.09,1.06,2.29,2.3,0.97,0.48,0.93,0.83,0.66,0.7,0.55,0.73,0.57,0.71
b_1,3.09,3.36,2.91,1.92,1.07,2.54,1.24,0.91,0.93,1.13,1.38,0.82,0.63,0.83,0.58,0.62
a_1,3.84,4.45,4.23,3.3,2.5,1.07,1.86,1.16,1.36,1.79,1.63,1.05,0.97,2.25,0.85,0.87
h_1,5.85,6.26,5.82,5.87,5.72,4.19,1.33,1.75,1.7,2.32,1.58,1.43,1.88,1.53,1.34,1.22
d_0,4.59,6.82,8.08,8.01,6.51,6.01,3.16,1.57,2.06,2.82,2.19,2.22,1.97,1.69,1.6,1.98
c_0,7.08,7.11,4.69,12.73,6.58,5.53,2.72,2.25,1.55,2.32,2.26,1.91,1.61,1.88,1.67,2.19
g_1,6.86,6.95,7.11,8.89,7.91,5.98,2.17,1.98,2.04,1.36,2.18,1.86,1.39,1.82,1.98,1.75
b_0,7.18,8.61,6.31,9.31,12.25,5.53,2.86,2.36,1.39,2.63,1.51,2.14,1.74,1.97,1.62,1.8
f_0,8.39,12.53,8.29,8.76,8.01,7.73,3.68,2.62,2.55,2.55,2.37,1.57,2.22,2.13,1.31,2.64
h_0,10.17,12.09,9.37,9.86,8.17,6.41,5.3,2.69,2.68,3.53,2.71,2.39,2.85,2.53,2.19,2.61
a_0,10.72,10.91,10.62,9.65,10.67,14.74,4.11,3.16,2.78,3.34,2.14,3.19,2.66,1.6,3.47,3.34
g_0,10.33,10.89,11.08,10.35,11.51,9.12,3.39,3.6,3.1,4.45,3.28,3.25,2.05,2.52,3.45,2.58
e_0,16.02,17.73,10.17,10.89,10.71,11.26,4.18,3.58,2.95,4.09,3.14,1.79,2.65,2.41,2.33,1.71
