,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,1.54,1.69,2.2,1.78,1.38,0.31,0.53,0.32,0.29,0.3,1.05,0.17,0.37,0.39,0.29
e_1,0.97,0.17,1.71,1.58,1.9,1.6,0.67,0.58,0.32,0.32,0.41,0.38,0.28,0.36,1.52,0.28
d_1,1.67,1.77,0.16,1.57,1.84,1.69,0.48,0.35,1.45,0.31,0.32,0.34,0.24,0.32,0.28,0.13
c_1,1.75,1.67,2.05,0.14,1.68,1.9,0.47,0.41,0.16,1.1,0.33,0.36,0.22,0.35,0.26,0.27
b_1,1.97,2.21,1.72,0.77,0.13,1.79,0.51,0.55,0.38,0.39,0.99,0.35,0.28,0.32,0.35,0.26
a_1,1.65,1.69,1.9,1.82,0.91,0.1,0.56,0.67,0.4,0.49,0.61,0.28,0.29,1.29,0.32,0.23
h_1,0.9,0.86,0.84,1.21,1.02,0.88,0.07,0.27,0.21,0.17,0.2,0.18,0.32,0.18,0.2,0.17
g_1,1.22,0.86,1.02,1.1,1.08,0.66,0.19,0.05,0.23,0.23,0.16,0.16,0.12,0.16,0.16,0.42
d_0,1.19,0.45,2.03,1.04,0.85,1.2,0.25,0.26,0.08,0.16,0.2,0.16,0.15,0.2,0.17,0.16
c_0,1.05,0.89,0.48,3.97,0.86,1.04,0.27,0.29,0.36,0.08,0.21,0.19,0.14,0.15,0.17,0.13
b_0,0.97,0.81,0.82,1.0,1.95,1.09,0.24,0.2,0.24,0.1,0.06,0.22,0.12,0.17,0.15,0.13
f_0,5.11,0.83,0.75,1.06,0.67,1.48,0.22,0.15,0.24,0.18,0.17,0.06,0.14,0.17,0.16,0.1
h_0,0.87,0.96,0.82,1.11,0.86,0.94,0.63,0.35,0.19,0.14,0.15,0.2,0.25,0.2,0.11,0.14
a_0,0.93,0.95,0.92,0.92,1.18,1.69,0.31,0.23,0.21,0.19,0.1,0.15,0.11,0.04,0.14,0.1
e_0,1.38,1.82,0.66,1.01,0.85,0.85,0.23,0.27,0.17,0.12,0.19,0.09,0.16,0.17,0.05,0.17
g_0,1.01,1.05,0.78,0.83,1.04,1.16,0.21,0.55,0.24,0.15,0.17,0.15,0.09,0.18,0.15,0.32
