,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10760.61,10342.68,6031.91,9742.71,13025.19,54439.23,6944795.31,11325297.99,17953370.33,32119448.98,35185750.33,41660434.02,237869760.67,247186144.24,393191503.58,204156435.45
e_1,5121.13,14216.29,5793.87,13024.44,13450.62,63697.07,7376137.78,13070647.95,19204884.15,51141501.63,43865536.6,60465863.07,227572876.91,232645726.92,424058222.11,265544026.25
d_1,5536.1,6202.09,14388.72,8022.16,13086.09,70725.44,7905435.27,16365147.53,36176590.91,24558218.0,51432260.08,57900818.4,247660054.12,224492116.22,472270542.66,322429262.92
c_1,4674.25,5448.77,6333.52,26052.71,23263.2,62816.79,7334060.67,12698039.89,14188918.16,27319552.02,27630777.28,60229381.13,200488926.17,172570249.05,425554503.01,330629663.74
b_1,4785.19,5997.65,6470.04,10109.71,36739.21,117568.58,8149286.18,14242340.34,20679899.98,30704539.43,31153546.19,54134482.01,261340976.38,192960217.19,415207908.96,333615502.18
a_1,5744.19,6168.71,6710.54,11155.59,14027.82,232626.17,8580150.98,14774037.16,19463624.04,30567590.49,47329082.43,59634890.39,229928874.44,176999812.82,461729404.58,398900620.13
h_1,6309.07,5916.53,8117.45,10816.42,11922.73,63815.62,14219691.31,18727990.83,21826803.74,29113540.3,51959788.41,62503765.42,196895733.86,272615766.88,621580558.43,400521634.56
g_1,4967.3,6209.19,9614.59,10131.63,14123.45,65766.21,7711731.94,29873071.39,25266734.92,24762280.83,49333562.95,86796057.42,236892388.85,262543712.12,401464639.71,355584530.81
c_0,5629.85,6727.22,7637.22,9582.14,12544.48,72323.0,8489233.15,16983920.73,34111266.54,31864737.71,81915704.4,74191660.68,272230127.18,327786746.55,597543110.56,388287973.96
d_0,5249.31,6680.13,5443.1,19455.87,16513.56,61771.54,7258858.76,15593704.64,14351440.88,44158735.16,42951666.19,57353230.78,206975473.5,210222133.27,445189172.31,377450111.83
b_0,5618.35,6411.23,7469.83,11658.87,13536.58,58803.22,9442897.22,18567797.75,24297178.57,31204376.83,73976781.19,76413061.01,279774559.77,515373273.86,564806320.18,407108480.22
f_0,4877.9,5600.71,7383.6,12208.06,14534.82,81819.25,9740524.97,17304977.83,24898343.48,30560118.45,49100417.57,103190689.99,259907089.33,281033014.88,540994980.65,743198556.68
h_0,6738.25,7044.06,7019.35,10307.84,13978.08,67163.41,6722012.55,19742782.25,21775292.0,29601691.8,43410610.48,64998830.55,192936320.81,290229681.28,614073546.85,275094880.22
a_0,5827.07,6098.35,7914.91,11259.75,15162.16,51217.66,9694762.74,19224543.51,24404026.32,31876699.72,50534655.93,59336851.76,290218153.57,502414951.59,536625748.59,382828028.99
g_0,5070.86,5756.55,9781.41,10718.98,13871.47,71338.47,9053829.66,14289587.69,23548174.57,27330402.93,49054052.68,88754574.73,241114400.83,265383110.88,395074691.15,450801606.65
e_0,5711.54,4769.47,7632.27,11690.51,14652.21,73871.02,9683718.24,17984410.31,24222940.14,25725021.23,47874047.28,77878524.93,270917931.54,280900264.29,517636775.06,744198572.99
