,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.72,0.81,0.65,0.82,0.65,0.15,0.23,0.16,0.16,0.14,0.31,0.08,0.15,0.14,0.14
e_1,0.42,0.17,0.85,0.75,0.94,0.86,0.26,0.28,0.2,0.2,0.17,0.22,0.13,0.16,0.42,0.14
d_1,0.83,0.81,0.16,0.91,0.78,0.79,0.2,0.13,0.4,0.13,0.14,0.13,0.09,0.13,0.15,0.07
c_1,0.69,0.74,0.93,0.15,0.77,0.64,0.28,0.23,0.08,0.34,0.17,0.14,0.1,0.15,0.15,0.12
b_1,0.84,0.75,0.79,0.4,0.13,1.08,0.25,0.28,0.19,0.21,0.68,0.2,0.16,0.19,0.16,0.14
a_1,1.01,0.88,0.76,1.17,0.33,0.09,0.23,0.24,0.16,0.2,0.25,0.16,0.15,0.45,0.16,0.12
h_1,0.64,0.53,0.65,0.73,0.51,0.55,0.07,0.19,0.14,0.12,0.14,0.13,0.16,0.12,0.14,0.11
g_1,0.71,0.67,0.54,0.74,0.72,0.62,0.11,0.06,0.13,0.11,0.12,0.14,0.07,0.12,0.12,0.14
d_0,0.75,0.35,1.07,0.66,0.59,0.69,0.17,0.24,0.07,0.15,0.13,0.11,0.09,0.14,0.13,0.1
c_0,0.7,0.59,0.32,1.75,0.65,0.57,0.18,0.18,0.17,0.06,0.13,0.14,0.09,0.15,0.1,0.09
b_0,0.65,0.56,0.51,0.99,1.18,0.59,0.18,0.15,0.12,0.06,0.06,0.11,0.08,0.12,0.11,0.1
f_0,1.27,0.51,0.52,0.68,0.62,0.56,0.17,0.12,0.16,0.12,0.13,0.05,0.1,0.11,0.12,0.05
h_0,0.68,0.52,0.51,0.66,0.78,0.6,0.28,0.17,0.13,0.09,0.12,0.11,0.16,0.1,0.09,0.09
a_0,0.64,0.61,0.52,0.6,0.91,1.14,0.22,0.18,0.13,0.11,0.06,0.12,0.08,0.04,0.12,0.07
e_0,0.86,1.03,0.45,0.69,0.72,0.52,0.17,0.18,0.11,0.12,0.12,0.06,0.1,0.08,0.04,0.07
g_0,0.73,0.59,0.51,0.64,0.66,0.75,0.12,0.25,0.12,0.1,0.14,0.1,0.06,0.1,0.1,0.14
