,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,95.71,75.57,58.98,89.88,153.04,363.54,7275.58,14978.53,19917.39,21952.34,24973.24,21636.29,79303.25,71909.73,164878.59,113898.9
e_1,48.87,98.41,57.65,106.0,136.02,390.9,8469.71,17638.32,21611.68,35516.17,29293.55,37747.52,97742.62,113024.63,174867.47,115210.77
d_1,51.37,43.11,122.13,67.51,139.52,355.61,7660.38,14346.95,30388.49,13751.63,28238.54,34327.29,92053.41,86042.12,152919.12,133096.33
c_1,38.02,36.15,57.96,151.23,235.95,326.5,6183.45,13838.26,10025.03,14691.87,18576.63,31470.88,79032.64,77419.94,137759.24,124503.48
b_1,31.13,35.98,47.97,48.46,258.39,514.1,4767.78,11298.93,12509.4,12309.61,11326.35,20620.14,61615.03,51237.4,126067.45,101354.63
a_1,24.0,27.06,40.33,38.02,65.3,570.54,4041.3,7721.38,9930.03,8571.81,15642.53,18238.79,52732.16,36283.46,104272.07,80705.46
h_1,14.64,12.33,16.95,21.87,43.21,101.82,3038.85,5400.02,4708.49,5532.61,6752.42,9371.95,20604.07,20475.47,56140.42,42029.93
g_1,10.59,8.05,18.5,17.37,30.78,76.04,1352.47,5630.93,3881.84,3385.04,5345.9,8266.16,17021.2,17923.01,27162.14,34722.62
c_0,10.04,9.92,11.72,14.62,27.76,81.4,1756.04,3529.94,5530.13,3555.64,8886.86,7654.1,18338.99,18490.46,41014.58,31432.57
d_0,9.05,7.75,9.3,28.64,32.91,84.49,1488.36,3174.86,3519.08,5547.44,4556.87,7413.01,16316.29,14609.81,34428.51,30150.95
b_0,9.29,8.69,10.26,17.18,23.07,55.71,1501.43,3026.95,3232.5,4279.3,6992.42,6764.43,18283.01,32158.21,37036.88,28793.2
f_0,7.05,6.12,11.46,14.39,29.05,79.31,1331.52,2770.58,3445.3,3349.37,4668.67,8487.3,14841.65,15217.38,23996.41,45740.58
h_0,8.34,5.69,8.08,11.21,17.77,47.79,819.55,2512.87,2658.63,2571.27,3388.79,4263.78,8560.14,12295.42,29054.37,18615.42
a_0,7.23,4.57,8.15,9.63,23.13,39.01,1068.96,2024.55,2360.14,2884.08,2291.44,5024.97,11270.05,17909.77,21306.59,22122.11
g_0,4.31,4.68,9.45,8.93,13.8,40.8,720.67,1576.04,2106.0,1959.06,2903.95,5297.91,8806.13,9209.48,14964.29,14092.93
e_0,5.7,3.88,6.71,9.19,17.8,42.45,735.8,1488.54,2076.15,2231.83,2887.89,2962.74,10607.11,9177.18,21888.15,26244.27
