,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.91,0.55,0.29,0.26,0.21,0.15,0.3,0.22,0.29,0.25,0.27,0.15,0.28,0.2,0.14,0.21
e_1,0.35,0.91,0.25,0.36,0.28,0.17,0.27,0.24,0.52,0.27,0.26,0.23,0.32,0.19,0.12,0.22
d_1,0.39,0.31,0.91,0.21,0.26,0.17,0.36,0.27,0.19,0.49,0.29,0.26,0.33,0.2,0.2,0.27
c_1,0.33,0.3,0.32,0.9,0.5,0.16,0.29,0.2,0.23,0.13,0.18,0.21,0.25,0.17,0.15,0.19
b_1,0.35,0.36,0.28,0.28,0.9,0.38,0.29,0.21,0.23,0.26,0.15,0.21,0.24,0.1,0.17,0.2
a_1,0.38,0.33,0.32,0.29,0.26,0.88,0.31,0.21,0.28,0.3,0.23,0.23,0.33,0.1,0.19,0.25
h_1,0.56,0.33,0.36,0.28,0.25,0.18,0.62,0.34,0.24,0.26,0.29,0.24,0.24,0.21,0.17,0.32
g_1,0.32,0.36,0.54,0.31,0.24,0.22,0.32,0.61,0.26,0.27,0.25,0.38,0.33,0.16,0.23,0.2
d_0,0.39,0.36,0.25,0.61,0.28,0.17,0.32,0.24,0.5,0.2,0.28,0.22,0.31,0.2,0.16,0.22
c_0,0.45,0.36,0.38,0.26,0.2,0.21,0.37,0.28,0.34,0.49,0.51,0.29,0.31,0.25,0.2,0.27
b_0,0.46,0.35,0.4,0.35,0.17,0.16,0.35,0.29,0.3,0.31,0.49,0.25,0.35,0.42,0.21,0.27
f_0,0.32,0.27,0.4,0.4,0.29,0.23,0.4,0.3,0.32,0.33,0.32,0.52,0.34,0.21,0.43,0.27
h_0,0.51,0.36,0.37,0.33,0.25,0.18,0.23,0.35,0.29,0.28,0.29,0.24,0.26,0.18,0.22,0.3
a_0,0.42,0.38,0.4,0.35,0.26,0.13,0.32,0.3,0.3,0.26,0.26,0.26,0.33,0.46,0.18,0.26
e_0,0.45,0.28,0.41,0.37,0.24,0.22,0.37,0.35,0.28,0.32,0.34,0.31,0.35,0.17,0.46,0.24
g_0,0.35,0.31,0.55,0.34,0.27,0.14,0.34,0.25,0.25,0.3,0.3,0.38,0.35,0.2,0.2,0.25
