,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.66,0.85,1.05,1.0,0.83,0.53,0.55,0.5,0.46,0.36,0.42,0.33,0.4,0.33,0.37
f_1,1.51,1.0,0.95,0.98,0.92,0.62,0.36,0.45,0.37,0.36,0.38,0.37,0.31,0.28,0.35,0.21
d_1,1.17,1.05,1.0,0.88,0.88,0.77,0.52,0.59,0.33,0.59,0.51,0.39,0.38,0.32,0.26,0.28
c_1,0.95,1.02,1.14,1.0,1.24,0.78,0.54,0.33,0.47,0.33,0.32,0.35,0.34,0.34,0.32,0.31
b_1,1.0,1.08,1.13,0.81,1.0,1.06,0.59,0.47,0.48,0.48,0.45,0.47,0.36,0.35,0.36,0.46
a_1,1.21,1.62,1.3,1.28,0.94,1.0,0.6,0.62,0.76,0.56,0.64,0.61,0.54,0.48,0.37,0.43
h_1,1.84,2.77,1.93,1.92,1.69,1.6,1.0,1.07,1.08,0.74,0.67,0.73,0.75,0.67,0.98,0.73
d_0,1.71,2.27,1.71,3.0,2.06,1.62,0.97,1.0,0.83,0.8,0.92,0.88,0.88,0.64,0.68,0.75
g_1,1.9,2.67,3.05,2.09,2.08,1.33,0.94,1.13,1.0,0.94,0.93,1.06,0.68,0.67,0.84,0.93
c_0,2.2,2.86,1.74,3.17,2.1,1.79,1.37,1.25,1.08,1.0,1.42,0.92,0.95,0.82,0.84,0.72
b_0,2.63,2.74,2.03,3.02,2.4,1.36,1.48,1.04,1.09,0.7,1.0,1.06,0.94,1.25,0.75,0.68
f_0,2.48,2.99,2.57,2.93,2.15,1.58,1.36,1.22,0.92,1.09,0.96,1.0,1.0,0.73,0.75,1.12
h_0,2.92,3.39,2.64,2.99,2.75,1.88,1.3,1.18,1.46,1.04,1.05,0.98,1.0,0.83,0.94,0.97
a_0,2.53,3.37,3.09,3.27,2.89,,1.48,1.61,1.52,1.22,0.75,1.23,1.26,1.0,1.18,0.97
g_0,2.86,2.99,3.88,2.91,2.9,2.43,1.04,1.5,1.26,1.23,1.27,1.35,1.05,0.86,1.0,1.04
e_0,2.63,5.46,3.53,3.08,2.15,2.11,1.46,1.24,1.23,1.4,1.55,0.79,0.98,1.0,0.98,1.0
