,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.52,0.83,0.82,1.05,0.9,0.67,1.09,1.01,1.6,1.01,1.07,1.04,1.09,0.94,0.81,1.09
f_1,1.41,1.52,0.84,0.85,0.75,0.63,0.96,0.94,1.07,0.86,0.8,0.97,1.02,0.87,0.57,0.92
d_1,0.9,1.03,1.58,0.77,0.84,0.79,1.04,0.85,0.82,1.67,0.98,1.16,1.14,0.91,1.02,0.92
c_1,0.85,0.97,0.93,1.59,1.33,0.7,1.15,0.93,0.89,0.77,0.92,0.75,1.15,0.8,0.81,1.06
b_1,0.88,1.0,0.86,0.8,1.61,1.25,1.09,1.03,1.03,1.13,1.11,0.93,1.2,0.79,0.96,0.98
a_1,1.03,1.13,0.95,1.0,0.76,1.76,1.14,1.05,1.26,1.11,1.16,1.22,1.55,1.03,0.81,1.13
h_1,1.04,1.44,1.19,0.95,1.05,0.87,1.79,1.56,1.18,1.23,1.2,1.26,1.13,1.11,1.19,1.47
g_1,1.06,1.11,1.55,1.16,1.0,0.88,1.1,1.87,1.19,1.33,1.77,1.35,1.35,1.16,1.31,1.24
d_0,0.95,1.17,0.91,1.9,1.15,0.89,1.37,1.29,1.77,0.98,1.29,1.31,1.39,1.1,1.2,1.45
c_0,1.26,1.41,0.99,1.02,0.88,1.14,1.48,1.29,1.57,1.74,1.35,2.38,1.56,1.52,1.55,1.53
f_0,1.02,1.2,1.31,1.25,1.07,0.96,1.41,1.29,1.39,1.42,1.8,1.47,1.62,1.22,2.3,1.29
b_0,1.3,1.39,1.15,1.38,0.84,0.81,1.43,1.33,1.34,1.04,1.57,1.81,1.61,2.17,1.3,1.6
h_0,1.22,1.62,1.23,1.26,1.14,0.87,1.38,1.59,1.26,1.22,1.36,1.29,1.3,1.09,1.25,1.75
a_0,1.23,1.47,1.34,1.18,1.28,0.61,1.6,1.37,1.34,1.34,1.64,1.18,1.91,1.85,1.49,1.64
e_0,1.07,1.47,1.34,1.36,1.23,1.09,1.54,1.5,1.31,1.33,1.07,1.48,1.52,1.23,1.88,1.43
g_0,1.11,1.2,1.72,1.28,1.19,1.05,1.5,1.32,1.31,1.41,1.91,1.3,1.51,1.15,1.45,1.33
