,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.82,0.92,0.94,1.25,0.92,0.89,1.84,1.06,1.06,1.0,1.06,0.84,,0.78
f_1,1.23,1.0,0.95,0.89,1.07,1.21,0.85,1.04,1.04,0.94,1.14,,0.79,0.95,0.74,1.35
d_1,1.22,1.05,1.0,0.83,0.92,0.79,0.95,0.69,,1.37,1.0,1.12,1.2,0.76,1.16,0.86
c_1,1.09,1.12,1.21,1.0,1.16,0.83,1.07,0.83,0.66,,0.96,1.13,0.92,1.2,1.11,0.91
b_1,1.06,0.94,1.09,0.86,1.0,1.44,1.0,1.44,0.85,1.12,,0.91,0.96,0.87,1.0,0.89
a_1,0.8,0.83,1.26,1.21,0.7,1.0,0.9,0.94,0.97,,,1.17,1.27,,0.89,1.22
h_1,1.09,1.17,1.05,0.93,1.0,1.11,1.0,0.95,0.84,0.91,0.82,1.15,,0.97,1.03,1.16
g_1,1.13,0.96,1.44,1.2,0.69,1.06,1.05,1.0,0.82,0.87,0.82,1.14,0.82,0.9,,
d_0,0.54,0.96,,1.51,1.18,1.03,1.19,1.22,1.0,0.92,1.0,0.93,0.95,1.07,0.94,1.06
c_0,0.94,1.07,0.73,,0.89,,1.09,1.15,1.08,1.0,1.37,1.02,1.19,0.91,1.0,0.93
b_0,0.94,0.88,1.0,1.04,,,1.22,1.22,1.0,0.73,1.0,0.74,1.08,1.87,,1.05
f_0,1.0,,0.89,0.88,1.1,0.85,0.87,0.88,1.07,0.98,1.35,1.0,1.24,,1.38,0.83
h_0,0.94,1.27,0.84,1.09,1.04,0.79,,1.22,1.06,0.84,0.92,0.81,,1.0,0.76,1.29
a_0,1.19,1.05,1.32,0.83,1.15,,1.03,1.11,0.94,1.1,0.53,,1.0,1.0,,0.82
e_0,,1.35,0.86,0.9,1.0,1.12,0.97,,1.06,1.0,,0.72,1.32,,1.0,0.89
g_0,1.28,0.74,1.16,1.1,1.12,0.82,0.86,,0.95,1.08,0.95,1.2,0.78,1.22,1.13,
