,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.43,1.32,1.4,1.78,1.45,1.58,3.07,2.71,5.15,2.9,3.33,3.69,4.36,3.56,2.85,4.22
f_1,2.17,2.44,1.35,1.49,1.45,1.1,2.35,2.7,3.24,2.92,3.19,2.6,3.66,3.16,2.78,4.02
d_1,1.4,1.73,2.57,1.24,1.32,1.46,3.16,2.8,2.6,4.89,3.76,3.23,4.06,3.52,3.23,3.74
c_1,1.28,1.36,1.56,2.63,2.46,1.46,2.51,2.75,2.65,2.21,2.4,2.86,3.83,3.08,3.43,3.81
b_1,1.46,1.41,1.55,1.25,2.73,2.5,3.02,2.97,2.91,3.57,2.2,3.13,4.24,3.02,3.47,4.1
a_1,1.37,1.75,1.66,1.61,1.22,3.27,3.27,3.02,2.93,3.56,3.84,4.0,3.87,2.57,3.64,4.1
h_1,1.48,2.05,1.48,1.68,1.36,1.4,4.23,3.5,2.93,3.05,3.3,3.3,3.7,2.93,3.68,5.51
g_1,1.43,1.47,2.18,1.51,1.31,1.66,2.77,4.57,2.53,3.52,3.68,4.52,3.46,3.39,3.35,3.35
d_0,1.2,1.53,1.33,2.56,1.8,1.51,3.04,2.73,4.22,2.67,3.13,3.64,4.28,3.37,3.97,4.28
c_0,1.7,1.72,1.4,1.68,1.14,1.54,3.44,3.05,3.8,4.34,5.9,4.15,4.32,4.13,3.99,4.38
b_0,1.56,1.78,1.44,1.82,1.3,1.15,3.07,3.01,3.58,2.84,4.73,3.56,4.88,6.69,3.71,4.45
f_0,1.36,1.31,1.64,1.84,1.57,1.49,3.11,2.95,3.14,2.97,3.65,4.86,4.22,3.36,6.37,4.01
h_0,1.45,1.97,1.57,1.55,1.4,1.56,2.43,3.79,3.04,3.09,3.07,3.3,3.79,3.5,3.6,4.75
a_0,1.49,1.72,1.68,1.84,1.47,1.23,3.5,3.08,3.23,3.43,2.56,3.05,3.96,5.33,3.57,3.71
e_0,1.31,1.65,1.79,1.59,1.68,1.33,3.52,3.87,2.99,3.18,3.47,2.9,4.41,3.73,5.41,4.66
g_0,1.52,1.52,2.14,1.46,1.54,1.45,2.65,2.6,2.68,3.37,3.38,4.47,3.94,3.74,3.88,3.63
