,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,0.91,1.18,1.08,0.98,1.05,1.12,1.32,0.95,1.0,1.1,1.06,0.99,1.02,1.03
f_1,1.22,1.0,0.9,1.08,1.04,0.86,0.86,0.96,1.04,0.89,0.91,0.9,0.89,0.86,0.69,1.07
d_1,1.07,1.14,1.0,0.88,0.87,0.97,1.0,0.84,1.03,1.29,1.09,0.95,1.03,1.05,1.09,0.82
c_1,0.85,0.92,1.14,1.0,1.21,1.01,1.02,1.0,0.75,0.84,0.88,1.08,0.98,1.03,1.14,0.96
b_1,0.91,0.97,1.15,0.82,1.0,1.38,1.04,1.12,0.89,1.07,1.05,1.04,0.96,0.99,0.96,1.09
a_1,1.01,1.13,1.04,0.99,0.75,1.0,1.07,1.01,1.08,1.14,1.13,1.07,1.26,0.98,1.04,1.1
h_1,0.95,1.17,0.99,0.96,0.96,0.93,1.0,1.18,0.86,0.92,0.99,0.94,0.93,0.99,0.93,1.13
g_1,0.92,1.05,1.17,0.97,0.88,0.94,0.85,1.0,0.89,0.95,1.01,1.16,0.87,0.98,1.13,0.91
d_0,0.79,0.96,0.99,1.35,1.14,0.94,1.14,1.11,1.0,0.81,1.03,1.01,0.96,1.07,1.07,1.06
c_0,1.08,1.13,0.78,1.16,0.91,0.87,1.08,1.03,1.17,1.0,1.33,0.94,1.06,1.09,1.06,1.05
b_0,0.99,1.11,0.9,1.1,0.95,0.89,1.06,1.0,0.99,0.75,1.0,0.89,1.03,1.47,0.95,1.1
f_0,0.88,1.11,1.06,0.95,0.98,0.86,1.09,0.83,0.97,1.07,1.09,1.0,1.04,1.09,1.47,0.93
h_0,0.97,1.13,1.0,1.01,1.01,0.79,1.02,1.09,1.0,0.91,0.92,0.93,1.0,0.86,0.9,1.13
a_0,1.0,1.16,0.97,0.95,0.97,0.99,1.03,1.02,0.98,0.99,0.74,0.91,1.14,1.0,0.99,1.01
e_0,0.98,1.4,0.93,0.88,1.01,0.94,1.06,0.97,0.87,0.93,1.04,0.7,1.11,0.9,1.0,0.95
g_0,0.94,0.95,1.15,1.02,0.9,0.94,0.92,1.08,0.92,0.97,0.93,1.07,0.86,0.99,1.06,1.0
