,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.27,0.3,0.18,0.15,0.1,0.17,0.38,0.15,0.15,0.19,0.16,0.18,0.11,0.06,0.14
f_1,0.41,0.89,0.22,0.19,0.15,0.13,0.16,0.19,0.14,0.18,0.15,0.08,0.18,0.09,0.07,0.11
c_1,0.21,0.21,0.89,0.21,0.34,0.1,0.15,0.22,0.14,0.07,0.13,0.16,0.19,0.11,0.1,0.12
d_1,0.2,0.22,0.17,0.9,0.2,0.13,0.21,0.1,0.18,0.34,0.19,0.17,0.2,0.13,0.12,0.15
b_1,0.23,0.2,0.22,0.21,0.88,0.27,0.14,0.2,0.13,0.16,0.07,0.15,0.2,0.1,0.12,0.12
a_1,0.27,0.23,0.2,0.21,0.17,0.88,0.16,0.16,0.16,0.2,0.19,0.16,0.24,0.06,0.11,0.17
h_1,0.26,0.39,0.23,0.3,0.18,0.13,0.58,0.23,0.27,0.22,0.19,0.21,0.14,0.15,0.11,0.23
d_0,0.28,0.29,0.5,0.14,0.22,0.15,0.23,0.44,0.15,0.16,0.22,0.18,0.22,0.15,0.14,0.16
g_1,0.24,0.26,0.25,0.4,0.19,0.15,0.22,0.21,0.58,0.24,0.23,0.33,0.24,0.11,0.16,0.13
c_0,0.27,0.32,0.18,0.31,0.18,0.16,0.25,0.25,0.22,0.42,0.44,0.18,0.27,0.16,0.18,0.18
b_0,0.31,0.27,0.31,0.31,0.09,0.13,0.24,0.3,0.19,0.21,0.45,0.21,0.25,0.31,0.19,0.21
f_0,0.22,0.19,0.31,0.29,0.26,0.17,0.23,0.28,0.2,0.22,0.26,0.42,0.26,0.13,0.32,0.23
h_0,0.29,0.42,0.25,0.29,0.19,0.14,0.15,0.23,0.26,0.21,0.21,0.22,0.17,0.15,0.13,0.24
a_0,0.28,0.33,0.28,0.31,0.19,0.12,0.22,0.35,0.16,0.29,0.23,0.21,0.25,0.37,0.14,0.16
e_0,0.14,0.34,0.29,0.29,0.22,0.23,0.26,0.22,0.18,0.19,0.2,0.21,0.24,0.13,0.37,0.24
g_0,0.26,0.23,0.23,0.48,0.23,0.14,0.19,0.18,0.12,0.2,0.23,0.31,0.23,0.15,0.17,0.14
