,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.01,0.06,0.1,0.1,0.13,0.19,0.18,0.22,0.24,0.28,0.23,0.26,0.29,0.29,,0.37
f_1,0.09,0.01,0.08,0.09,0.1,0.12,0.14,0.2,0.22,0.26,0.21,,0.22,0.32,0.34,0.35
c_1,0.07,0.07,0.01,0.09,0.11,0.1,0.16,0.09,,0.22,0.15,0.2,0.24,0.3,0.33,0.26
d_1,0.08,0.06,0.06,0.01,0.09,0.09,0.14,,0.16,0.14,0.15,0.28,0.19,0.31,0.36,0.14
b_1,0.03,0.03,0.02,0.03,,0.09,0.08,0.08,0.1,0.11,,0.1,0.09,,0.18,0.13
a_1,0.01,0.01,0.02,0.02,0.01,,0.03,0.04,0.04,0.05,0.05,0.05,0.06,,,0.07
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
