,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.54,1.4,0.76,0.84,0.83,0.71,0.96,0.93,0.98,1.12,0.92,0.69,1.05,0.77,0.74,1.05
e_1,0.88,1.54,0.84,1.11,0.81,0.74,1.07,1.0,0.9,1.58,1.02,1.04,1.11,0.95,0.77,1.14
d_1,1.01,0.89,1.56,0.7,0.83,0.81,1.02,1.68,0.9,0.91,1.25,1.08,1.22,1.04,0.98,0.98
c_1,0.91,0.74,0.98,1.59,1.49,0.64,0.97,0.63,0.96,0.8,0.77,0.94,1.13,0.9,0.89,1.09
b_1,0.92,0.87,1.01,0.68,1.6,1.39,1.19,1.1,0.92,1.05,0.77,1.02,1.19,0.74,0.81,1.12
a_1,1.1,0.93,1.0,1.05,0.71,1.73,1.38,1.19,1.02,1.36,1.26,1.11,1.38,0.9,0.9,1.21
h_1,1.45,1.1,1.19,1.12,0.95,0.86,1.79,1.25,1.44,1.14,1.3,1.16,1.23,1.25,1.03,1.57
c_0,1.39,1.22,1.11,1.09,0.98,0.87,1.32,1.78,1.4,1.55,2.15,1.39,1.62,1.52,1.25,1.37
g_1,0.99,1.12,1.67,1.14,1.1,0.91,1.15,1.4,1.88,1.1,1.19,1.71,1.39,1.1,1.07,1.15
d_0,1.14,1.06,1.06,1.86,1.1,0.81,1.5,1.11,1.29,1.7,1.32,1.12,1.66,1.3,1.1,1.34
b_0,1.38,1.25,1.18,1.36,1.01,0.72,1.43,1.29,1.43,1.37,1.8,1.31,1.62,2.13,1.22,1.29
f_0,1.16,1.02,1.27,1.25,1.24,0.99,1.49,1.58,1.23,1.37,1.46,1.81,1.69,1.6,2.11,1.29
h_0,1.52,1.26,1.33,1.26,1.07,0.81,1.22,1.43,1.55,1.3,1.26,1.29,1.32,1.12,1.33,1.68
a_0,1.49,1.12,1.26,1.43,1.33,0.68,1.43,1.36,1.43,1.41,1.33,1.36,1.68,1.83,1.48,1.32
e_0,1.41,1.03,1.33,1.33,1.28,0.93,1.61,1.53,1.64,1.43,1.53,1.23,1.74,1.4,1.92,1.51
g_0,1.15,1.12,1.7,1.22,1.11,0.95,1.35,1.49,1.33,1.41,1.58,2.0,1.55,1.43,1.5,1.25
