,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.04,1.61,1.35,1.48,1.37,1.18,0.45,0.47,0.52,0.42,0.42,0.45,0.27,0.37,0.34,0.33
e_1,1.14,1.04,1.52,1.72,1.58,1.21,0.56,0.59,0.55,0.42,0.46,0.56,0.36,0.37,0.38,0.5
d_1,1.74,1.75,1.04,1.57,1.5,1.14,0.52,0.68,0.41,0.53,0.41,0.44,0.31,0.35,0.27,0.37
c_1,1.73,1.4,1.87,1.05,1.75,1.26,0.59,0.32,0.64,0.5,0.42,0.46,0.38,0.41,0.31,0.39
b_1,1.96,1.71,1.9,1.22,1.05,1.99,0.72,0.49,0.69,0.66,0.61,0.49,0.4,0.44,0.37,0.41
a_1,2.95,2.54,2.73,2.38,1.37,1.06,1.2,0.72,0.98,0.74,1.02,0.68,0.64,0.81,0.57,0.58
h_1,4.83,4.67,4.5,4.66,3.72,2.92,1.25,1.23,1.64,1.37,1.3,1.15,1.1,0.99,0.92,1.02
d_0,4.94,3.5,5.49,6.55,5.17,4.78,2.33,1.36,1.93,1.47,1.81,1.49,1.21,1.34,1.26,1.37
g_1,5.36,5.3,5.21,4.99,4.83,3.95,1.65,1.74,1.25,1.57,1.6,1.58,0.98,1.26,1.28,1.22
c_0,5.7,5.67,3.85,6.32,4.99,5.1,2.24,2.06,1.83,1.35,1.89,1.57,1.31,1.49,1.14,1.45
b_0,6.22,5.69,5.05,7.1,6.25,4.42,2.14,1.86,1.82,1.13,1.34,1.47,1.32,1.6,1.12,1.35
f_0,7.63,5.36,5.85,5.82,5.44,5.49,2.43,1.91,1.56,1.69,1.93,1.36,1.47,1.68,0.98,1.62
h_0,7.78,7.47,7.68,7.02,7.2,5.24,3.22,2.41,2.41,2.05,1.97,1.91,1.89,1.82,1.62,1.45
a_0,8.2,8.29,7.81,7.99,9.45,6.34,3.33,2.76,2.66,1.95,1.55,2.37,1.72,1.51,1.63,1.93
g_0,8.65,7.67,9.4,8.73,8.3,6.94,2.78,2.54,3.1,2.69,2.37,2.65,1.62,1.95,1.94,1.9
e_0,10.99,9.08,7.79,8.49,7.78,7.83,3.42,2.52,2.95,2.42,2.65,1.53,2.16,2.24,1.66,1.52
