,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.67,4.43,6.42,5.47,5.35,6.04,2.25,2.55,2.36,1.71,2.34,2.0,1.45,1.88,,1.56
f_1,6.74,0.67,6.3,5.05,5.88,5.96,1.83,3.5,1.93,2.32,,1.7,1.15,1.79,1.55,2.33
d_1,6.27,5.83,0.66,5.98,6.82,4.7,2.38,1.95,,2.19,1.65,2.37,1.61,2.49,1.75,1.19
c_1,7.01,6.24,7.11,0.65,8.8,4.18,2.4,3.14,1.24,,2.19,2.46,1.48,1.55,2.41,1.65
b_1,6.42,6.58,6.29,3.29,0.62,7.23,2.9,3.33,2.04,3.07,2.46,,1.97,2.42,1.94,2.03
a_1,5.85,8.21,9.62,10.01,3.85,0.57,4.39,,2.46,2.97,2.97,,2.08,,,1.88
h_1,5.37,5.42,4.68,5.28,5.14,5.0,0.6,2.44,1.65,1.63,1.86,1.82,,1.58,1.6,1.42
g_1,5.46,4.88,5.46,4.45,4.71,,1.69,0.59,3.01,2.22,1.92,1.97,1.18,2.59,2.2,
d_0,3.05,4.85,,5.83,4.82,3.51,2.39,2.12,0.71,1.68,1.3,1.87,1.66,1.64,1.55,1.59
c_0,6.28,4.14,2.9,,4.79,3.74,2.76,2.0,1.89,0.7,2.7,2.08,1.27,1.38,1.42,1.83
f_0,4.69,,6.77,4.63,4.81,4.16,2.33,1.64,2.7,1.59,0.65,2.36,1.9,1.37,2.2,1.05
b_0,5.21,5.46,4.34,5.47,,,2.62,2.35,2.37,1.18,2.01,0.66,1.96,2.2,1.38,1.23
h_0,5.69,5.04,4.25,4.93,3.94,4.43,,2.49,1.39,2.01,1.86,1.23,,1.21,1.59,1.03
a_0,6.15,7.68,5.03,8.08,5.71,,2.22,1.64,2.44,3.14,2.61,1.32,2.09,0.62,,
e_0,,6.7,6.38,6.62,5.88,,2.77,1.93,2.3,2.36,1.16,2.45,2.07,,0.6,
g_0,4.89,4.09,5.87,5.61,4.56,5.18,2.41,,1.88,1.29,2.03,1.84,1.23,,,
