,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,12056.69,6575.06,9569.59,7163.9,12830.61,61684.65,6409093.47,24513698.03,17452171.34,16062291.16,40011673.68,46888080.96,176524615.91,250398071.34,297762043.99,633997296.09
f_1,8664.08,14450.01,7952.63,7222.29,11486.31,59721.84,6406940.36,16839266.23,18309524.49,14769698.62,38985212.98,31101955.9,155188211.5,235611365.56,246179356.0,591236140.89
c_1,4892.39,5829.37,18234.16,8638.65,22034.26,79542.34,6612080.67,14477115.5,13187545.92,16403237.89,26542370.61,42539104.31,125173648.85,220672385.83,391738538.38,560392902.47
d_1,5046.74,7528.7,6443.47,21921.52,12959.34,63219.66,7577625.79,10973084.67,33193861.49,19382350.89,42071173.42,47797365.85,173849739.52,249702980.21,336474018.59,647143620.57
b_1,5277.18,6064.93,7863.4,9533.32,34136.98,118764.07,7476866.83,14829248.15,17909980.9,15294806.24,28197233.05,45383754.44,120137065.7,240350575.24,330810379.27,630305375.65
a_1,5038.31,6851.14,8145.3,9748.38,13172.22,263703.54,7315720.79,13157469.78,21971818.84,18662814.85,37893574.5,46259412.41,107439149.92,296772443.87,405959928.74,694178532.61
h_1,5817.47,8242.02,7653.7,12043.74,12494.87,69552.84,12245153.06,13038573.94,20275363.12,23254563.25,39550797.7,45740750.12,160072401.06,213389286.71,401704633.21,842260019.45
d_0,5581.64,6775.12,13789.06,7432.85,15505.03,65577.44,7194591.43,22328013.42,15947689.92,18820699.87,39679071.73,46998358.18,167368991.86,271662392.18,400161498.33,588976511.48
c_0,5644.54,6602.87,7269.8,11693.57,12304.89,74432.72,7536855.9,15362533.63,31412388.74,21814567.88,67412493.24,55430228.66,218030172.76,278316735.72,453501562.78,795545241.07
g_1,5488.09,7093.15,7807.63,14140.74,12786.33,66764.05,7441608.57,13167152.63,22940281.35,37410742.03,41059939.1,70456002.99,156462144.58,275618981.68,444667861.71,545883795.95
b_0,5965.14,7308.12,8562.89,11095.44,11399.52,71826.44,7972302.11,15617086.11,21543764.31,22291282.02,58708979.01,50037599.32,302474537.38,267069580.64,454465628.15,718179074.25
f_0,5078.1,6000.23,8800.33,10275.44,14191.56,72513.63,8459816.99,17347802.52,24965565.96,19517546.67,46874561.3,85171548.2,200887557.81,270577591.18,863649238.81,621710302.35
a_0,5937.77,7981.17,10040.25,9795.26,13033.99,45058.59,7786917.48,17259400.06,21247893.91,21163971.71,42099501.71,52343025.84,300050652.36,269503846.23,415069226.95,714923666.71
h_0,5517.46,9202.16,8894.38,10060.0,12093.8,76645.26,5685994.74,15221127.79,18032684.2,24199380.99,41869056.27,50075667.81,145647822.38,210218532.13,370310192.1,838355425.22
e_0,3978.29,6803.71,11173.6,10852.17,16797.72,82227.78,7359841.73,16144822.44,16737113.48,19601157.64,40947486.3,48483729.41,144984966.96,304069771.41,824712712.37,708395829.9
g_0,5309.63,5925.46,7857.85,14033.06,13568.34,76297.12,7374871.57,15005857.89,22816314.26,16200454.23,44688367.77,65678856.79,161774130.97,253067859.98,421901642.21,578183153.34
