,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.82,0.95,1.13,0.94,0.87,0.76,0.98,0.67,0.69,0.61,0.68,0.63,0.54,0.62,0.53
f_1,1.22,1.0,0.88,0.93,0.99,0.81,0.6,0.66,0.66,0.7,0.65,0.57,0.49,0.61,0.65,0.53
d_1,1.06,1.13,1.0,1.04,0.83,0.82,0.69,0.63,0.84,0.51,0.71,0.62,0.57,0.59,0.43,0.52
c_1,0.89,1.07,0.97,1.0,1.34,0.83,0.7,0.52,0.55,0.67,0.53,0.6,0.63,0.51,0.57,0.59
b_1,1.05,1.01,1.22,0.75,1.0,1.32,0.76,0.65,0.74,0.76,0.65,0.61,0.64,0.62,0.6,0.61
a_1,1.16,1.23,1.22,1.21,0.76,1.0,0.94,0.78,0.78,0.87,0.98,0.71,0.77,0.81,0.74,0.67
h_1,1.32,1.68,1.48,1.43,1.28,1.0,1.0,0.96,0.92,1.14,0.85,0.76,0.76,0.75,0.96,0.71
d_0,1.05,1.52,1.65,1.97,1.52,1.2,1.07,1.0,0.82,1.1,0.94,0.92,0.93,0.72,0.93,0.85
c_0,1.47,1.53,1.22,1.58,1.36,1.3,1.11,1.17,1.0,1.07,1.32,1.01,0.83,1.06,0.88,0.85
g_1,1.51,1.4,1.91,1.46,1.4,1.09,0.85,0.9,0.93,1.0,0.91,1.19,0.7,0.75,0.84,0.84
b_0,1.58,1.55,1.38,1.9,1.46,1.02,1.15,1.02,0.75,1.1,1.0,0.93,1.1,1.35,0.85,0.93
f_0,1.49,1.79,1.62,1.61,1.72,1.39,1.4,1.03,0.95,0.82,1.08,1.0,0.97,0.98,0.79,1.27
h_0,1.62,2.0,1.79,1.6,1.65,1.22,1.32,1.1,1.16,1.44,0.91,1.0,1.0,0.9,1.16,0.83
a_0,1.96,1.61,1.7,1.92,1.76,1.19,1.29,1.24,1.0,1.28,0.83,0.97,1.08,1.0,1.07,0.85
g_0,1.7,1.65,2.24,1.71,1.65,1.25,1.03,1.12,1.14,1.11,1.19,1.32,0.86,0.87,1.0,0.89
e_0,1.8,2.11,1.89,1.56,1.65,1.58,1.46,1.03,1.17,1.16,1.18,0.8,1.31,1.08,1.2,1.0
