,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.72,0.64,0.8,0.79,0.77,0.16,0.26,0.14,0.16,0.14,0.29,0.08,0.13,0.17,0.12
d_1,0.77,0.17,0.98,0.87,0.71,0.64,0.21,0.14,0.14,0.47,0.18,0.13,0.11,0.18,0.14,0.06
e_1,0.42,0.82,0.16,0.92,0.83,0.81,0.26,0.26,0.18,0.16,0.15,0.21,0.14,0.16,0.49,0.2
c_1,0.77,0.87,0.68,0.14,0.79,0.71,0.19,0.21,0.35,0.08,0.16,0.13,0.12,0.16,0.13,0.12
b_1,0.84,0.84,0.79,0.38,0.13,0.92,0.29,0.24,0.23,0.18,0.33,0.18,0.1,0.17,0.16,0.12
a_1,0.89,0.79,0.86,0.76,0.41,0.09,0.32,0.29,0.16,0.17,0.18,0.18,0.13,0.64,0.18,0.14
h_1,0.71,0.59,0.65,0.75,0.55,0.64,0.06,0.16,0.13,0.13,0.11,0.1,0.13,0.11,0.1,0.08
g_1,0.78,0.57,0.59,0.67,0.77,0.53,0.12,0.05,0.13,0.15,0.11,0.11,0.07,0.17,0.12,0.16
c_0,0.66,0.32,0.59,1.54,0.67,0.69,0.21,0.21,0.06,0.23,0.14,0.13,0.1,0.13,0.15,0.08
d_0,0.63,1.35,0.32,0.59,0.55,0.71,0.21,0.26,0.17,0.06,0.14,0.16,0.1,0.11,0.13,0.12
b_0,0.68,0.48,0.52,0.84,1.55,0.55,0.2,0.2,0.07,0.14,0.06,0.11,0.09,0.13,0.12,0.09
f_0,1.33,0.61,0.59,0.52,0.63,0.5,0.16,0.11,0.12,0.14,0.13,0.05,0.1,0.13,0.1,0.05
h_0,0.62,0.61,0.58,0.61,0.6,0.47,0.24,0.19,0.12,0.13,0.12,0.11,0.14,0.1,0.13,0.09
a_0,0.65,0.6,0.58,0.59,0.63,1.23,0.19,0.16,0.1,0.15,0.07,0.12,0.1,0.04,0.16,0.09
e_0,0.83,0.55,0.9,0.59,0.64,0.53,0.16,0.17,0.13,0.13,0.12,0.06,0.1,0.11,0.04,0.07
g_0,0.72,0.63,0.54,0.52,0.54,0.66,0.13,0.28,0.11,0.14,0.13,0.12,0.07,0.12,0.12,0.14
