,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.42,0.83,1.26,1.49,1.34,1.52,0.74,0.75,0.77,0.53,0.71,0.55,0.49,0.57,0.92,0.48
f_1,1.46,0.42,1.34,1.2,1.18,1.08,0.61,0.72,0.55,0.57,1.01,0.64,0.38,0.59,0.48,0.59
d_1,1.53,1.27,0.4,1.19,1.64,1.36,0.62,0.5,1.31,0.66,0.53,0.59,0.52,0.47,0.65,0.3
c_1,1.25,1.31,1.71,0.38,1.51,1.04,0.62,0.86,0.34,1.15,0.5,0.55,0.45,0.62,0.69,0.45
b_1,1.23,1.42,1.18,0.85,0.36,1.63,0.75,0.89,0.53,0.64,0.74,1.23,0.59,0.63,0.54,0.56
a_1,1.26,1.68,1.21,1.6,0.8,0.29,0.78,0.68,0.64,0.55,0.77,0.58,0.46,1.02,0.45,0.68
h_1,0.87,1.06,1.09,1.08,0.87,0.85,0.26,0.57,0.43,0.44,0.38,0.46,0.8,0.38,0.37,0.38
g_1,0.86,1.06,0.96,1.08,0.87,1.19,0.43,0.24,0.45,0.39,0.53,0.42,0.31,0.42,0.51,0.61
d_0,0.52,1.14,1.43,1.21,1.03,1.04,0.54,0.62,0.28,0.49,0.4,0.41,0.39,0.47,0.42,0.45
c_0,1.09,1.18,0.57,2.06,0.9,0.89,0.54,0.55,0.43,0.27,0.4,0.61,0.44,0.58,0.41,0.47
f_0,0.81,1.73,0.91,1.03,0.86,0.91,0.55,0.32,0.43,0.45,0.25,0.45,0.36,0.46,0.44,0.38
b_0,0.97,0.96,0.88,1.17,1.44,0.89,0.52,0.45,0.48,0.25,0.35,0.24,0.4,0.52,0.49,0.37
h_0,0.85,1.13,0.82,0.93,0.93,1.02,0.84,0.61,0.41,0.41,0.44,0.35,0.59,0.37,0.4,0.4
a_0,0.87,1.26,1.14,0.82,1.01,1.68,0.63,0.46,0.42,0.36,0.38,0.27,0.4,0.22,0.39,0.33
e_0,1.46,1.14,0.9,0.84,1.05,1.25,0.5,0.39,0.49,0.51,0.24,0.4,0.41,0.37,0.21,0.34
g_0,1.1,0.85,1.09,0.94,0.91,0.77,0.43,0.9,0.42,0.39,0.37,0.43,0.32,0.49,0.38,0.69
