,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,e_0,a_0,g_0
f_1,1.52,1.44,0.97,0.98,0.87,0.69,1.02,1.22,1.01,1.1,0.92,1.09,1.16,0.77,0.84,1.1
e_1,1.03,1.53,1.2,0.91,0.92,0.84,1.18,1.74,1.09,1.16,1.23,1.07,1.37,0.94,1.02,1.13
c_1,1.12,0.9,1.58,1.01,1.46,0.94,1.11,0.95,1.09,0.83,1.09,0.84,1.25,0.88,0.91,1.28
d_1,1.08,1.11,0.85,1.59,0.91,0.86,1.23,1.06,1.1,1.84,1.3,1.38,1.28,1.08,0.97,1.08
b_1,1.12,1.03,0.98,1.0,1.64,1.48,1.17,1.34,1.09,1.13,1.08,0.91,1.33,1.02,0.97,1.23
a_1,1.23,1.11,1.15,1.1,0.9,1.75,1.22,1.37,1.11,1.17,1.17,1.29,1.43,1.1,1.07,1.28
h_1,1.55,1.31,1.35,1.24,1.09,0.94,1.9,1.32,1.59,1.32,1.32,1.41,1.31,1.07,1.14,1.66
d_0,1.35,1.1,1.89,1.15,1.29,1.05,1.55,1.78,1.34,1.2,1.58,1.41,1.61,1.2,1.27,1.74
g_1,1.36,1.23,1.18,1.72,1.13,0.95,1.43,1.39,1.96,1.46,1.9,1.5,1.53,1.46,1.52,1.35
c_0,1.45,1.44,1.25,1.23,1.11,1.01,1.65,1.6,1.57,1.86,1.52,2.42,1.76,1.48,1.58,1.57
f_0,1.24,1.09,1.45,1.35,1.34,1.22,1.63,1.6,1.38,1.72,1.93,1.59,1.71,2.29,1.35,1.55
b_0,1.48,1.42,1.53,1.3,1.11,0.91,1.58,1.45,1.53,1.26,1.49,1.9,1.74,1.39,2.07,1.72
h_0,1.72,1.34,1.3,1.32,1.22,1.07,1.43,1.58,1.64,1.41,1.5,1.54,1.61,1.37,1.37,1.81
e_0,1.43,1.23,1.54,1.43,1.5,1.13,1.82,1.69,1.45,1.48,1.44,1.63,1.97,2.0,1.6,1.77
a_0,1.69,1.43,1.59,1.32,1.32,0.93,1.63,1.56,1.38,1.41,1.53,1.29,1.87,1.4,1.96,1.76
g_0,1.25,1.37,1.41,1.79,1.36,1.15,1.46,1.42,1.39,1.8,2.07,1.68,1.69,1.72,1.3,1.53
