,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,98.59,50.71,53.87,102.33,145.5,539.3,8083.12,26734.72,18705.55,18005.3,28169.25,48887.27,83940.84,107068.72,155043.09,115998.97
f_1,74.3,105.96,51.07,75.83,132.66,439.75,7105.26,16654.45,15811.42,18313.18,21794.36,30079.44,71612.59,97389.59,135936.38,111854.51
d_1,46.25,61.69,108.19,65.15,142.36,461.41,7569.65,14215.56,25487.7,17440.47,28645.4,45611.15,93000.41,109219.91,137432.33,187422.18
c_1,37.43,47.87,47.17,149.83,193.48,488.99,6686.73,12629.8,7551.61,12066.9,17103.17,38953.68,70005.05,85216.21,123736.93,164551.35
b_1,37.03,40.61,35.95,58.96,243.83,523.91,5120.56,11485.58,11024.96,10336.75,10564.57,30134.65,65479.75,68027.49,83925.47,118515.29
a_1,22.35,26.39,30.93,37.34,66.79,668.43,4207.74,7403.53,7889.78,8284.26,14874.35,19620.04,50171.62,31709.75,64469.45,72903.12
h_1,12.97,17.89,15.32,21.07,33.77,103.21,3119.84,3700.15,4175.11,5686.96,6808.83,10832.07,17183.47,25901.89,43330.37,46234.58
d_0,8.51,11.56,8.76,28.95,32.05,108.88,1641.5,4608.48,3233.49,3902.91,5651.63,9907.22,19730.63,20689.25,25957.49,34392.5
c_0,10.44,12.04,11.38,15.53,26.13,85.68,1664.89,3720.35,4836.27,3820.28,9007.5,10095.08,20524.36,27852.32,30502.6,37398.68
g_1,9.22,9.63,15.86,17.42,26.47,76.63,1330.43,2795.71,3667.51,5888.32,5006.22,10674.13,16973.96,21540.88,26516.61,35845.17
b_0,7.33,11.85,9.98,17.23,20.65,67.84,1546.04,3344.81,2816.72,3439.77,6733.41,9178.61,17736.6,32927.52,26311.97,32179.39
f_0,5.47,7.28,9.48,14.27,23.38,78.91,1331.73,2389.86,2664.08,2770.39,3907.6,10285.58,14238.34,17104.24,21071.04,51812.39
h_0,6.24,9.14,7.48,10.74,19.34,56.51,809.06,1996.7,2211.74,2722.4,2995.06,5245.36,9391.29,13191.63,21590.71,20327.08
a_0,5.36,6.66,7.44,8.51,17.28,44.93,837.1,2159.78,2056.18,2061.75,3083.03,5803.53,10228.96,20022.28,17724.61,22984.51
g_0,4.65,5.96,8.5,8.66,18.17,53.14,803.56,1736.11,1620.95,1492.35,2730.57,6669.19,9514.86,8569.2,11646.17,21433.96
e_0,3.67,6.26,6.33,8.14,16.16,55.36,888.86,1638.94,1403.27,1814.15,2668.91,3733.37,9057.43,8851.02,14075.86,27334.67
