,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11031.7,2151.87,2120.53,2175.77,2042.31,8348.23,1206805.42,4125587.16,4531689.54,4317123.66,10642885.36,4440256.6,54416644.67,70106529.33,46334726.89,101994435.16
e_1,1251.15,11248.52,1560.19,2188.89,2081.96,9297.95,2116470.33,7762548.86,4056700.74,6307832.82,10957390.17,17547771.44,46702203.47,84474796.37,20817161.35,126450734.39
d_1,1305.52,919.15,19310.19,1815.73,2265.19,11154.12,1688977.15,1161327.18,9535845.58,7640658.43,12478271.89,20457343.86,53995543.96,62616215.94,83658684.83,117598734.84
c_1,1283.66,1143.37,1473.55,20653.27,4449.49,7679.22,2030480.18,4175622.93,1141251.54,6202265.96,8076270.5,19624853.22,46251600.37,61392942.57,87516330.28,117023193.9
b_1,980.98,903.52,1867.45,1678.95,26444.64,23893.87,2125582.54,4846911.48,4256865.35,7896536.83,3407019.73,15551299.5,56607814.32,60196606.86,66121774.63,115465786.53
a_1,1095.48,953.34,1873.59,1383.91,2815.95,171196.63,2449728.67,3745987.53,4924123.82,7184318.36,12020712.58,20614738.66,55100619.06,18138465.92,74414976.97,187664308.19
h_1,2816.09,1813.51,3770.8,2857.6,3397.41,10293.61,14264388.65,7115766.86,7973922.27,14798878.59,20411342.34,32491917.51,33721524.67,120177395.78,134121008.71,378486590.78
d_0,2218.82,1973.47,1282.67,6821.16,3607.5,12016.02,4376283.82,19520859.12,5143337.31,11302359.78,17815738.69,34682276.39,110224396.14,132141200.17,119721194.98,213977636.32
c_0,2749.18,2255.9,3259.91,1196.73,3117.14,20858.51,3571010.27,7555536.19,23326697.97,9948004.51,41924599.0,35132768.24,87225637.43,160362400.86,159557291.55,274657861.55
g_1,1484.25,1795.03,5305.57,3957.65,3194.36,13962.26,2883631.4,7328245.86,5203847.16,64063466.2,18555492.54,60808315.51,90276163.31,131550950.08,127345345.29,119390636.18
b_0,2420.8,2670.5,2971.45,3350.31,1005.2,15252.81,2678368.75,7338468.87,8378641.99,10475519.31,65017585.1,36885588.45,71883366.64,280577303.12,184305031.89,233421176.15
f_0,740.57,1826.01,3931.38,3955.17,4505.28,15680.69,3719644.64,5956049.9,9520385.65,10867957.41,27837869.82,124383781.87,112308341.69,121286834.38,304944873.47,255584398.94
h_0,2652.77,2223.56,3721.95,3055.95,3626.22,14918.95,1511751.55,5935927.22,8507675.15,12373072.71,22060346.9,36265931.51,34020943.69,76788164.86,111406790.61,286829435.48
a_0,2273.83,1787.29,4104.56,4181.82,3519.52,6866.3,3907396.26,7207701.83,9600896.31,13275787.68,25238963.14,50617376.35,105168231.18,581421280.74,81512302.97,334340056.75
e_0,2486.11,602.77,3503.96,3884.21,3917.01,19104.46,4823106.07,6836717.17,11448463.76,11616841.87,23533077.05,29399983.74,106405504.48,145849966.39,654615715.44,263853305.96
g_0,1606.4,1988.97,5344.21,2929.53,3665.98,15282.13,4174361.23,6095954.86,8058959.99,4599836.45,21147736.74,65091128.09,79943934.93,143736198.76,119737016.47,150016929.81
