,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.66,0.92,1.39,1.48,1.57,1.34,0.69,0.82,0.53,0.7,0.51,0.67,0.47,0.44,0.76,0.48
f_1,1.6,0.66,1.27,1.41,1.22,1.37,0.5,0.69,0.49,0.52,0.48,0.68,0.3,0.46,0.45,0.38
d_1,1.54,1.46,0.65,1.67,1.37,1.09,0.62,0.4,0.54,1.03,0.57,0.48,0.4,0.4,0.48,0.31
c_1,1.27,1.51,1.73,0.64,1.69,1.05,0.64,0.77,0.76,0.32,0.6,0.47,0.47,0.53,0.47,0.45
b_1,1.56,1.88,1.85,0.88,0.62,2.07,0.7,0.75,0.72,0.55,0.81,0.61,0.5,0.51,0.52,0.45
a_1,1.81,2.08,2.13,2.69,0.92,0.56,1.11,0.84,0.66,0.83,0.79,0.71,0.69,1.07,0.63,0.67
h_1,2.08,2.46,1.9,2.35,2.13,1.72,0.59,0.96,0.75,0.77,0.78,0.69,0.83,0.71,0.71,0.64
g_1,2.1,2.46,2.43,2.33,2.21,2.15,0.91,0.56,0.84,0.82,0.87,0.89,0.6,0.85,0.68,0.85
c_0,2.36,2.45,1.54,3.76,2.25,2.36,1.12,0.98,0.63,1.05,1.0,0.82,0.69,0.77,0.8,0.71
d_0,1.42,2.68,3.27,2.6,2.68,1.88,1.27,1.31,0.86,0.62,0.77,0.76,0.68,0.84,0.78,0.76
b_0,2.3,2.49,1.98,2.74,3.53,2.22,1.1,1.17,0.57,0.99,0.62,0.8,0.83,1.04,0.77,0.63
f_0,2.24,3.63,2.31,2.59,2.62,2.2,1.37,0.8,0.87,0.96,0.92,0.6,0.77,1.01,1.07,0.47
h_0,2.54,3.16,2.85,2.77,2.53,1.93,1.66,1.26,0.93,1.12,0.83,0.88,0.98,0.87,0.85,0.93
a_0,2.86,3.26,2.94,2.81,3.24,3.72,1.25,1.33,1.01,0.98,0.62,0.98,0.8,0.6,0.89,0.73
e_0,3.86,3.81,2.83,3.07,2.73,2.48,1.3,1.3,0.94,0.97,0.98,0.59,0.77,1.24,0.57,0.84
g_0,2.75,3.28,3.15,3.03,2.96,2.58,1.05,1.79,1.02,1.07,1.13,1.32,0.65,1.02,0.92,1.06
