,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.88,0.35,0.19,0.19,0.13,0.1,0.1,0.17,0.16,0.07,0.13,0.05,0.16,0.09,0.05,0.1
e_1,0.22,0.89,0.15,0.2,0.15,0.1,0.16,0.31,0.14,0.11,0.14,0.12,0.15,0.11,0.04,0.12
d_1,0.24,0.16,0.89,0.16,0.16,0.11,0.14,0.07,0.34,0.12,0.18,0.14,0.17,0.09,0.1,0.12
c_1,0.21,0.19,0.15,0.89,0.3,0.09,0.15,0.15,0.07,0.1,0.1,0.12,0.14,0.08,0.1,0.11
b_1,0.17,0.16,0.18,0.16,0.88,0.25,0.16,0.18,0.15,0.13,0.06,0.12,0.16,0.07,0.08,0.11
a_1,0.2,0.16,0.21,0.15,0.18,0.87,0.2,0.18,0.17,0.13,0.16,0.15,0.17,0.04,0.11,0.17
h_1,0.33,0.21,0.25,0.2,0.17,0.1,0.57,0.2,0.21,0.19,0.17,0.14,0.11,0.11,0.12,0.21
d_0,0.25,0.26,0.13,0.4,0.2,0.11,0.23,0.44,0.11,0.13,0.15,0.16,0.21,0.11,0.11,0.15
c_0,0.3,0.25,0.23,0.12,0.16,0.15,0.21,0.22,0.43,0.14,0.35,0.15,0.2,0.14,0.12,0.18
g_1,0.17,0.22,0.37,0.22,0.17,0.11,0.18,0.2,0.17,0.54,0.17,0.25,0.22,0.12,0.13,0.11
b_0,0.31,0.29,0.23,0.24,0.08,0.11,0.17,0.2,0.21,0.16,0.43,0.17,0.19,0.27,0.15,0.17
f_0,0.15,0.18,0.27,0.23,0.22,0.13,0.21,0.2,0.23,0.16,0.21,0.42,0.23,0.13,0.28,0.16
h_0,0.33,0.26,0.24,0.2,0.2,0.14,0.11,0.22,0.22,0.19,0.18,0.15,0.1,0.1,0.1,0.21
a_0,0.25,0.22,0.28,0.26,0.17,0.05,0.2,0.21,0.24,0.16,0.23,0.19,0.22,0.36,0.09,0.2
e_0,0.25,0.13,0.27,0.26,0.24,0.14,0.24,0.17,0.26,0.15,0.19,0.16,0.27,0.11,0.4,0.15
g_0,0.2,0.23,0.36,0.2,0.2,0.13,0.2,0.19,0.19,0.1,0.17,0.28,0.17,0.13,0.13,0.11
