,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.95,2.24,1.89,2.14,1.93,0.71,1.06,0.69,0.79,0.71,1.37,0.48,0.72,0.62,0.63
d_1,2.12,0.66,2.34,1.85,1.95,1.98,1.08,0.64,0.78,1.88,0.72,0.74,0.57,0.73,0.7,0.41
e_1,1.33,2.3,0.65,2.42,2.07,2.67,0.97,1.03,0.8,0.92,0.74,0.93,0.64,0.71,1.56,0.66
c_1,2.21,2.81,1.99,0.65,2.52,1.69,0.82,0.92,1.21,0.5,0.77,0.66,0.73,0.6,0.77,0.59
b_1,2.18,2.4,2.34,1.3,0.63,2.27,1.23,0.96,1.04,1.01,2.41,0.84,0.68,1.02,0.92,0.73
a_1,3.25,2.55,2.7,3.44,1.51,0.57,1.3,1.12,1.08,0.77,0.97,0.95,0.84,2.5,0.84,0.79
h_1,3.21,2.25,2.65,2.91,3.04,2.16,0.58,1.62,1.09,0.92,1.02,1.27,1.87,1.14,0.86,1.03
g_1,3.18,2.94,2.7,3.05,3.11,2.47,1.05,0.57,0.96,1.07,0.97,1.11,0.6,0.91,0.88,1.28
c_0,3.31,1.83,2.86,7.12,3.44,2.39,1.35,1.4,0.65,1.3,1.16,1.19,0.84,0.9,0.91,0.77
d_0,2.92,4.59,1.76,3.99,2.71,3.38,1.36,1.32,1.02,0.65,1.16,0.96,0.81,1.13,0.85,0.93
b_0,3.34,2.7,3.02,3.8,5.41,2.67,1.13,1.25,0.72,0.91,0.64,0.89,0.9,1.39,0.87,0.83
f_0,6.23,2.7,2.54,3.22,3.43,2.42,1.27,1.03,0.96,1.21,1.47,0.64,1.06,1.2,1.6,0.61
h_0,4.0,3.42,2.97,3.27,3.14,2.43,2.44,2.0,1.15,1.39,1.09,0.98,1.61,1.14,1.16,1.17
a_0,3.88,3.15,3.3,3.89,3.15,,1.42,1.66,1.33,1.24,0.71,1.05,1.17,0.59,1.03,1.13
e_0,4.77,3.07,4.41,3.85,3.02,3.01,1.62,1.45,1.31,1.39,1.27,0.58,1.08,1.44,0.59,0.87
g_0,3.63,4.61,3.45,4.04,2.9,3.19,1.18,2.39,1.22,1.46,1.24,1.39,0.85,1.4,1.46,
