,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10865.28,5589.55,9467.35,6674.03,17924.97,51990.37,8789880.01,31154764.25,25249895.84,20966095.62,34076689.92,69470096.4,254596784.59,216902736.07,241772651.88,545867884.53
f_1,7861.11,12339.95,7206.61,7298.58,16258.99,51332.65,8051069.4,19952439.87,23196252.04,17018408.12,33054781.38,42385463.14,232220455.62,197916347.29,235048453.31,480327427.44
c_1,4405.52,5548.31,16827.07,7137.99,32528.07,59659.24,8940724.68,18689007.96,17961619.27,20885626.64,21815964.07,58999218.89,259459258.64,200517871.11,312298361.05,548349731.73
d_1,4905.49,5754.31,5473.3,18945.71,16522.24,57996.89,9141517.89,13990052.68,43706914.18,23104279.63,45784238.99,65329867.65,249951798.58,275523616.29,342028200.69,646239859.3
b_1,4256.91,6264.94,7121.35,7258.76,53130.28,108663.16,8958682.59,15529386.58,23894954.95,21422039.19,20968694.36,58627660.63,242047444.73,172336119.76,358223883.85,492530538.32
a_1,5069.6,6806.38,7991.16,7493.33,17772.79,199818.39,9369624.49,18514381.57,29067208.17,21474387.99,34409213.5,57500205.62,257462756.85,136128126.92,299612090.56,540225518.76
h_1,5062.79,7739.93,7152.78,9549.92,17860.66,56917.27,16771180.06,17780751.2,26471488.08,32488307.48,37113860.86,68790022.48,195529694.95,231717492.43,386136719.96,718771421.57
d_0,4981.1,6047.62,12530.55,6292.15,23126.85,56367.78,9060821.09,26797065.07,22546509.84,22985963.68,35682235.37,67032069.81,284981805.12,242347637.06,380536727.77,526785023.94
c_0,5677.9,6243.61,6937.24,10218.56,15340.86,63582.82,9340126.5,21175293.82,40902614.59,21347004.73,61444363.29,66079909.72,263913693.12,268603359.13,370718066.21,635040397.13
g_1,4480.34,4625.29,7518.55,12521.3,20000.22,58695.94,8721341.2,19252045.75,29686553.57,50731741.68,36675014.53,106397019.2,262685921.96,245538205.82,422337037.45,507693855.13
b_0,5879.58,5683.32,9051.71,9164.44,15379.19,49505.78,10153883.11,22273620.8,28729975.62,24711305.09,54938827.17,78070568.84,285618939.97,421534679.23,332021226.12,701866632.4
f_0,4546.53,5218.95,8059.7,8492.79,23901.68,66710.55,11467829.58,21728329.85,28005611.0,25563054.21,35499080.32,110820719.51,286500842.35,266770987.1,653067884.32,648207103.93
h_0,5259.81,7530.23,7817.56,9392.17,19838.46,53713.92,8285869.15,19613662.54,28311442.86,27037067.41,34156512.21,59895090.59,232900972.92,247182321.7,347847118.19,699297319.02
a_0,5196.11,5836.08,8317.67,9400.81,21323.28,41935.94,9854867.33,23577045.12,29778357.0,29460899.63,36182895.96,86006597.53,280498146.0,430908847.81,347576770.69,619659122.67
e_0,4254.01,6307.94,8113.77,9759.72,20535.57,59530.66,9840703.97,19505565.19,27365241.25,28251804.03,38784479.07,72073636.75,276526397.6,274840437.51,620598452.89,531347231.67
g_0,4499.63,4952.91,7327.55,12559.29,21186.07,59412.75,10180000.85,15298605.56,28282371.73,19209302.8,32720502.68,97155326.73,281789729.05,242769824.47,419860872.93,566451252.98
