,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.4,0.58,0.39,0.46,0.31,0.55,0.91,0.44,0.55,0.51,0.58,0.6,0.46,0.27,0.5
f_1,0.8,1.52,0.41,0.45,0.38,0.44,0.41,0.53,0.44,0.48,0.58,0.23,0.61,0.35,0.3,0.53
c_1,0.42,0.52,1.52,0.45,0.69,0.35,0.64,0.42,0.52,0.24,0.38,0.55,0.57,0.46,0.39,0.43
d_1,0.47,0.5,0.45,1.55,0.45,0.3,0.48,0.27,0.49,0.96,0.64,0.52,0.58,0.54,0.45,0.5
b_1,0.39,0.46,0.44,0.48,1.6,0.68,0.49,0.55,0.52,0.68,0.33,0.54,0.64,0.41,0.47,0.7
a_1,0.64,0.53,0.43,0.5,0.41,1.75,0.73,0.69,0.53,0.62,0.62,0.44,0.72,,0.5,0.49
h_1,0.7,1.09,0.73,0.67,0.71,0.46,1.71,0.91,1.07,0.7,0.78,0.9,0.5,0.83,0.75,0.9
d_0,0.68,0.76,1.36,0.46,0.73,0.5,0.77,1.52,0.89,0.76,0.93,0.81,0.83,0.73,0.91,0.99
g_1,0.78,0.72,0.68,1.18,0.64,0.49,0.63,0.66,1.77,0.93,0.89,1.14,0.98,0.55,0.94,0.78
c_0,0.72,1.0,0.5,0.75,0.63,0.6,1.01,1.05,0.8,1.5,1.59,1.05,1.02,0.93,0.9,1.05
b_0,0.81,0.88,0.98,0.85,0.27,0.55,0.9,0.97,0.78,0.75,1.57,0.91,1.02,1.37,0.84,0.9
f_0,0.72,0.43,0.84,0.95,0.69,0.66,0.94,1.1,0.82,0.99,0.87,1.61,1.07,0.88,1.4,0.88
h_0,0.84,0.94,0.88,0.89,0.59,0.64,0.52,0.98,1.02,0.92,0.87,0.88,0.58,0.89,0.74,1.18
a_0,0.9,1.16,0.84,0.75,0.65,,0.89,0.96,0.92,1.12,0.84,0.94,0.94,1.7,0.85,0.73
e_0,0.56,1.09,0.97,0.93,0.7,0.76,0.89,0.95,0.97,0.61,0.89,0.71,1.19,0.74,1.75,0.8
g_0,0.78,0.81,0.89,1.21,0.61,0.71,0.85,0.82,,0.81,0.82,1.41,0.87,0.93,0.94,0.63
