,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10743.45,4379.82,7612.76,4869.03,13787.21,40504.84,7024872.1,26114627.67,20574735.56,16180589.66,28074239.8,53668378.85,203402824.05,166654023.06,162333066.26,433312357.52
f_1,6719.77,12205.38,5431.81,5812.58,12489.27,38107.76,6463941.02,14712683.72,16952697.57,13011486.68,25985421.29,26763560.87,172656109.98,152063999.82,180715645.0,368106459.63
c_1,3379.43,4386.11,16582.02,6206.95,26996.2,41507.88,6697862.47,14710436.74,12744825.44,15002021.38,17493933.46,44123883.92,214894827.76,157214837.05,243550802.38,413282534.65
d_1,3673.75,4757.28,4253.92,18721.73,12810.98,43668.25,6981795.02,9817054.13,36437432.57,18550531.57,34992025.07,53585893.41,203729336.27,210943362.32,265307589.26,508139286.63
b_1,3257.89,4943.63,5657.21,5614.98,52447.42,89626.05,6631752.05,12434628.16,17976785.88,16628709.98,13249245.82,47852847.33,188769962.48,122898283.38,283086821.06,398541722.57
a_1,3936.6,5426.71,6337.2,6358.28,14546.61,197835.63,7442448.68,14661257.66,23072096.48,16947354.85,27954452.71,46932600.26,194158040.54,101071719.65,241488728.88,411600395.24
h_1,4032.31,6704.55,5898.72,7525.75,14065.27,43541.71,15854006.15,14399904.14,22153443.93,27190214.26,27835395.64,52462429.59,140708285.15,169377253.35,318205259.96,598155669.32
d_0,4301.09,4811.04,11182.32,4815.12,16180.32,44381.53,7532040.58,24587732.57,17738012.48,19344622.9,31257638.19,54539729.52,226737348.6,195484834.31,293033629.94,439921535.95
c_0,4903.64,5216.97,5073.93,8264.54,10747.79,50233.94,7439754.44,17620317.48,37194728.85,18508963.64,52931920.01,56828722.36,209777550.94,211978867.21,295691790.9,528693919.14
g_1,3472.27,3776.61,5950.97,10542.54,15162.96,45533.82,7697709.6,14399904.14,22763602.34,48607506.19,29151934.63,92010000.88,202153948.64,188196948.17,303903899.97,393847354.29
b_0,4981.04,4617.7,7441.84,7603.09,11096.38,38711.28,8311617.4,17278433.78,23327757.98,20004389.84,50346925.19,58815495.81,225866023.66,358458322.12,245508653.12,560205477.24
f_0,3614.49,3617.1,6681.06,6754.73,18124.5,55880.92,9822445.33,18964638.77,24147695.2,21759028.29,28819145.85,103894424.54,222524926.1,222010754.37,527896539.83,517066938.39
h_0,4155.54,6143.08,6642.67,7523.84,16073.49,43746.39,6118795.68,16933534.74,23927735.58,23341353.16,27325209.77,50520206.84,168897652.11,192252916.88,274799223.37,603503165.73
a_0,4340.28,4516.01,6796.73,7595.0,16601.7,30869.51,8044789.66,19732961.68,23822685.6,24550749.7,29510872.59,73406904.9,224398516.8,404428415.82,270744010.85,503787904.61
e_0,2924.63,5250.32,6718.4,8027.23,17554.6,52564.3,8747292.42,16719055.88,23605131.77,21133239.23,32924953.46,61351938.72,233827468.56,227724933.94,560925524.73,399879875.38
g_0,3755.59,3986.49,6390.94,11143.29,15359.9,47935.28,8081832.74,12328002.54,22937671.56,14229113.19,26176402.15,83185279.75,231934623.14,200912958.18,318076418.88,420458662.01
