,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.47,1.0,1.34,1.71,2.81,17.33,30.37,27.75,35.92,37.77,54.06,70.82,101.68,111.04,90.0
e_1,0.68,1.0,1.01,1.56,1.44,3.25,20.67,24.36,27.24,44.08,38.59,50.52,77.46,88.26,109.0,116.53
d_1,1.0,0.99,1.0,1.14,1.38,3.09,17.35,21.99,35.92,35.18,40.23,42.83,70.41,78.56,83.68,98.84
c_1,0.74,0.64,0.87,1.0,1.54,2.13,13.55,17.07,17.32,16.7,23.36,33.15,50.1,58.0,77.56,69.34
b_1,0.6,0.69,0.72,0.65,1.0,2.98,14.75,17.38,20.53,20.43,26.78,27.6,53.03,48.14,68.43,67.95
a_1,0.36,0.3,0.33,0.47,0.33,1.0,6.17,8.71,7.09,11.29,13.93,13.19,26.61,30.48,29.76,36.72
h_1,0.06,0.05,0.06,0.07,0.07,0.16,1.0,1.58,1.47,1.66,2.17,2.01,3.93,4.5,6.18,5.53
g_1,0.03,0.04,0.05,0.06,0.06,0.11,0.62,1.0,1.04,1.01,1.43,2.16,2.42,3.26,3.75,3.78
c_0,0.04,0.04,0.03,0.05,0.05,0.13,0.7,0.97,1.0,1.35,1.95,1.78,2.81,3.62,3.72,3.95
d_0,0.03,0.02,0.03,0.06,0.05,0.09,0.58,0.95,0.7,1.0,1.18,1.31,2.18,2.86,3.2,3.5
b_0,0.03,0.03,0.02,0.04,0.04,0.07,0.49,0.68,0.52,0.84,1.0,1.12,2.01,3.18,2.73,3.06
f_0,0.02,0.02,0.02,0.03,0.03,0.08,0.51,0.48,0.58,0.74,0.89,1.0,1.6,1.95,2.08,3.25
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.25,0.41,0.35,0.44,0.5,0.62,1.0,1.25,1.63,1.12
a_0,0.01,0.01,0.01,0.02,0.02,0.03,0.23,0.32,0.28,0.36,0.34,0.5,0.81,1.0,1.22,1.24
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.26,0.26,0.32,0.36,0.49,0.6,0.83,1.0,1.26
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.18,0.25,0.25,0.28,0.33,0.29,0.9,0.89,0.82,1.0
