,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,104.26,68.73,117.44,87.68,190.47,396.56,14185.5,34077.5,28333.52,28125.09,35629.87,63946.8,150429.85,142839.3,166826.53,271172.42
f_1,96.32,111.09,90.4,90.81,160.23,366.83,11803.43,23610.06,26088.45,23942.19,34494.92,43742.72,126794.23,128207.44,144479.44,240985.95
c_1,55.19,69.93,129.72,90.96,261.3,398.05,13305.18,18374.99,21305.86,24578.34,22719.33,48900.73,135283.29,121987.87,168048.82,240942.41
d_1,64.64,71.73,68.19,137.61,155.59,388.22,12346.15,17678.4,36724.11,22832.29,39572.56,51739.45,125718.38,148308.17,170182.04,233924.83
b_1,46.18,62.44,58.69,70.19,230.36,514.23,10532.81,14338.19,21594.4,19761.2,19714.81,37516.42,102505.61,85460.53,145637.55,174852.95
a_1,40.18,50.61,55.03,54.0,86.6,447.2,8306.94,12924.9,17634.07,15486.32,21368.06,29088.31,85305.35,61088.2,95904.8,144609.48
h_1,14.91,20.9,19.24,23.61,37.99,88.88,4097.27,4673.59,6162.99,7900.14,7838.98,12270.37,26277.08,29810.47,44412.86,66729.78
d_0,11.62,14.69,26.23,16.73,42.43,80.39,2745.88,5176.59,4780.36,5251.75,6905.36,10850.64,29890.65,27762.0,39903.29,49723.87
c_0,13.62,14.59,16.47,18.5,27.82,77.12,2483.98,4530.04,6395.52,4588.62,9520.28,9867.56,25918.67,27919.93,35417.5,48786.42
g_1,11.11,11.59,16.0,23.4,32.96,73.0,2147.52,3903.81,5446.19,7127.01,6316.58,13680.25,24444.51,25179.69,38023.76,43437.2
b_0,12.65,12.49,19.24,16.81,28.93,61.22,2468.13,4158.05,4415.73,4750.81,7412.07,10553.35,25639.28,36092.9,29681.92,51363.55
f_0,8.79,10.68,14.1,14.45,31.78,67.88,2309.65,3448.74,4213.12,3809.75,4920.43,10527.14,22379.63,20804.29,42598.95,36755.69
h_0,7.79,10.38,10.48,12.27,21.09,43.36,1542.43,2466.54,3328.12,3451.06,3811.48,5816.28,15261.09,16106.76,20875.42,32878.92
a_0,7.46,8.33,10.64,10.94,22.14,38.6,1555.47,2708.07,3192.87,3434.44,3372.58,7203.06,15976.57,20758.34,19410.9,28973.4
e_0,6.1,8.29,9.46,10.93,18.59,41.18,1389.52,2181.59,2828.94,2945.84,3758.78,5041.39,14649.13,16121.63,24911.81,23110.58
g_0,5.84,6.33,8.34,12.05,18.64,38.33,1313.46,1788.1,2725.15,2255.57,2990.75,6868.07,13197.34,13114.94,19967.45,23800.24
