,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,87.01,9.77,13.76,23.18,36.26,86.4,1978.55,6071.77,3957.46,5736.24,7896.26,8594.27,29218.34,31158.87,47907.0,
f_1,16.02,93.89,16.99,21.31,35.71,95.49,1600.58,3887.19,5073.74,4534.64,7143.23,,22692.47,30649.98,37502.4,
d_1,8.66,9.58,130.18,17.98,24.99,76.04,1453.93,,6616.06,5171.62,5044.96,9710.43,27592.53,23634.81,39573.8,27742.99
c_1,8.41,9.41,11.86,161.56,42.2,60.57,1662.34,3659.94,,3871.27,4156.36,7351.08,18086.66,29133.16,35132.29,31621.29
b_1,7.15,7.95,13.05,11.38,228.04,72.76,1267.1,3613.2,4136.62,,,5202.3,17641.14,17787.14,26147.53,32432.12
a_1,4.58,5.83,8.44,10.13,15.09,514.13,826.76,2361.28,2895.89,3397.33,3453.43,,13716.95,,20897.54,
h_1,4.5,6.37,6.41,8.36,15.15,49.42,2700.4,1878.3,1897.82,3042.98,2907.08,5559.91,,9766.93,26766.1,16274.44
d_0,4.03,4.54,,12.71,11.49,29.88,698.96,4030.27,2022.11,2274.85,2711.87,5288.44,13608.3,9216.53,15656.28,17581.35
c_0,4.08,4.23,6.38,,9.93,29.99,819.87,1406.22,4720.29,1827.0,4244.36,4493.33,8386.67,11200.71,18492.86,
g_1,3.5,3.13,7.02,7.01,,20.96,426.66,1071.4,1598.22,7155.42,1896.19,5233.13,6055.57,,,
b_0,3.06,3.79,6.21,6.33,,24.85,650.45,1313.51,1288.96,1919.97,6254.78,4446.97,10461.74,17819.07,16642.87,11940.43
f_0,2.57,,5.54,7.44,12.29,,503.54,1271.89,1438.15,1567.08,1614.07,8866.36,7636.13,8862.98,10295.02,22782.44
h_0,2.86,4.3,4.27,6.69,8.76,24.79,,1034.1,1452.02,2132.06,2158.48,2543.82,,6182.92,15895.1,10488.25
a_0,2.35,2.41,4.18,3.28,8.01,,435.69,1131.61,798.23,,990.37,2418.06,6002.68,21662.24,8523.93,
g_0,1.66,2.49,4.99,5.51,8.15,20.75,273.53,938.06,1257.67,,1634.67,4196.82,6375.94,7625.96,,8790.82
e_0,,,3.94,5.63,5.57,,313.2,574.26,,,1192.68,1701.77,5712.35,,10642.67,26278.18
