,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,103.17,71.33,90.58,146.01,165.75,360.91,14120.58,26758.42,25379.92,31665.7,43303.47,53752.62,135258.33,146560.48,154277.71,214249.68
f_1,95.6,111.31,91.6,110.47,133.94,360.03,11359.16,18560.14,22910.4,32010.77,42021.64,41198.38,105595.04,115737.45,138402.35,197684.72
d_1,60.73,80.4,143.8,91.61,114.68,348.7,11944.46,14390.87,19319.6,42834.51,45154.62,43650.46,115569.15,110129.78,155325.53,175982.68
c_1,49.33,61.83,91.11,159.54,187.3,376.94,10604.63,13264.08,20376.37,18711.81,29379.16,41242.35,105147.95,93448.91,137698.81,179188.4
b_1,46.27,59.71,86.28,87.3,191.05,548.54,10500.36,13023.71,19356.97,25927.97,27883.24,41346.58,96520.43,81108.73,128456.19,186513.91
a_1,42.5,46.64,62.49,67.76,68.08,438.72,8421.89,10965.06,15718.6,17916.11,25449.8,30297.58,75721.06,60854.9,120340.03,136740.81
h_1,15.04,21.95,25.14,25.33,33.63,84.83,3864.11,3930.57,6737.13,6947.92,9067.04,10898.73,23855.38,25623.3,37118.3,56989.41
d_0,11.94,15.62,20.13,37.19,36.56,77.52,2690.5,4582.09,4796.91,4751.74,8248.74,10196.31,26966.39,24811.54,36847.08,47399.03
g_1,11.76,14.16,25.74,18.9,24.76,67.54,2320.19,3120.89,6582.26,6660.52,7487.11,11619.44,22049.34,23323.87,38957.98,38585.67
c_0,12.09,14.78,17.95,21.31,22.26,66.93,2547.42,3958.09,3989.12,7018.5,11251.77,9343.43,22083.43,26366.11,35290.01,43131.9
b_0,11.16,12.95,16.94,21.16,21.55,57.39,2253.9,3071.9,4397.06,4826.01,8813.65,7497.03,21658.21,30294.55,30274.74,39038.41
f_0,9.74,10.85,15.61,18.24,24.63,66.08,2263.4,3063.91,3791.66,4822.34,6733.16,10099.1,21080.31,17750.53,45264.51,32940.05
h_0,8.52,10.98,13.31,14.28,18.02,47.98,1336.21,2089.05,3342.39,3620.65,4747.1,5126.03,12411.2,12111.58,19393.34,30449.88
a_0,8.03,9.16,12.12,14.14,17.28,35.92,1620.34,2182.96,2697.42,3313.29,4688.54,5854.32,17132.62,18958.31,20845.85,23125.41
e_0,6.94,9.4,11.29,11.85,16.56,36.64,1339.56,1850.83,2311.97,3292.53,4181.31,4327.34,13708.23,11573.18,24015.75,25220.6
g_0,6.67,7.73,13.88,11.81,14.29,40.5,1193.98,1662.95,1890.61,3208.27,4439.12,6198.86,11462.96,13356.92,17221.32,20082.47
