,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9356.24,4298.03,8320.55,8273.05,12571.86,47685.82,5097731.64,9468329.55,15644029.16,24109494.14,34048578.65,32663341.33,102871379.84,118993787.01,122728057.31,260980270.6
d_1,4011.67,12978.49,4712.24,7458.04,13392.43,47920.95,6363518.25,11198838.55,30640300.11,13026979.29,46327795.24,54406450.91,107487556.14,128970686.36,190038623.41,326716862.83
e_1,3890.9,3803.65,14233.17,10292.46,13824.57,50164.76,6292278.02,10696380.34,16017157.38,41371942.27,36812757.48,53017548.39,114980017.33,137121148.93,126628822.42,342495175.06
c_1,3267.26,4389.23,4442.76,27159.62,26264.33,54950.64,5078725.28,10068492.17,9435306.63,22908721.25,27387599.29,58531801.37,106279421.36,124298628.14,173094220.06,346438783.66
b_1,3597.97,5198.88,4379.63,9041.19,48945.08,103904.35,6140670.29,9348041.44,15178763.62,23147551.96,21180751.95,53598309.21,107432015.62,105923489.78,169037224.29,322853109.96
a_1,3980.83,5377.84,4899.48,9497.62,13490.93,253308.02,5659055.41,12049974.96,15618893.34,19552294.44,40334174.13,54239964.99,135321556.72,71947889.5,189717777.84,308674180.9
h_1,5176.29,5666.7,4642.15,9916.6,13577.44,45929.62,13475483.17,16482984.45,16561785.78,20951447.89,31320761.94,62437294.66,94795363.18,126164561.75,194107362.61,461630524.61
g_1,3406.32,8060.62,5022.98,10074.99,14796.83,49153.63,6898155.93,27650084.18,18010870.02,18747176.69,35890709.06,88344358.2,113426412.89,165413459.63,214936648.04,303413587.35
c_0,4562.52,5564.36,5629.15,7103.21,11999.04,61732.13,7539656.45,12350313.26,30642105.04,21305863.45,72805504.45,55938221.42,128365658.6,183695939.38,216309005.1,416663107.13
d_0,4256.04,3044.84,5238.81,18510.51,16944.67,51098.7,6386350.25,11221873.73,9728317.7,41808665.37,33441665.85,61201859.14,106436275.3,148216980.29,200019282.0,317387320.91
b_0,4308.02,5193.33,6131.57,9892.15,12305.01,50940.89,7221424.95,14030513.2,19841526.17,26974947.7,67510232.49,59363240.04,123571824.5,297876098.94,212410896.55,382918532.24
f_0,3196.45,5839.83,4602.35,11618.56,14611.34,54762.46,7917675.64,12600509.43,19650390.68,21544775.51,41566339.56,119534602.26,144796795.55,159048782.25,403556810.2,424376247.34
h_0,5226.81,5294.94,5791.62,9742.87,16046.22,56620.91,5038804.74,15489732.26,16193600.61,22576246.78,40177226.98,55052649.94,89420799.55,147157552.56,194086272.01,500931258.31
a_0,4400.94,5309.46,5841.27,9794.7,14581.58,39774.79,7881958.37,12371116.71,20384633.64,24152384.57,38703554.84,65855744.77,138415413.87,299008718.84,202943196.24,414280976.53
e_0,4273.15,5705.06,3427.3,11071.66,15915.82,57359.44,7723957.26,11827264.28,19545736.34,23220187.27,39267793.9,61937554.01,117286530.63,128645914.63,465443850.44,415555822.49
g_0,4116.63,8110.14,4087.63,7884.9,15863.13,55431.39,7064468.02,9664470.83,19806346.16,16160569.89,39826064.43,92299100.09,115707966.27,159756364.57,233640486.42,292321328.79
