,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.53,0.91,0.95,1.18,1.0,0.88,1.16,1.1,1.77,1.01,1.24,1.12,1.31,1.09,0.97,1.17
f_1,1.48,1.54,0.88,1.04,0.81,0.79,1.07,1.03,1.2,1.06,0.9,1.12,1.15,0.94,0.77,1.21
d_1,1.0,1.17,1.57,0.86,0.85,0.79,1.13,1.0,0.96,1.77,1.14,1.4,1.28,1.14,1.08,1.15
c_1,0.97,1.02,1.0,1.58,1.52,0.81,1.13,1.09,1.02,0.83,1.07,0.81,1.27,0.94,0.99,1.13
b_1,0.98,1.12,1.04,0.9,1.64,1.45,1.23,1.22,1.25,1.21,1.13,0.96,1.26,0.88,0.97,1.11
a_1,1.2,1.13,1.18,1.28,0.87,1.77,1.4,1.2,1.38,1.3,1.24,1.26,1.41,0.95,1.24,1.23
h_1,1.29,1.56,1.33,1.28,0.99,0.96,1.89,1.83,1.47,1.32,1.43,1.32,1.5,1.26,1.29,1.68
g_1,1.18,1.34,1.72,1.15,1.18,1.0,1.23,1.93,1.27,1.61,1.79,1.33,1.47,1.36,1.49,1.47
d_0,1.18,1.41,1.11,1.87,1.33,0.95,1.42,1.35,1.81,1.03,1.32,1.32,1.76,1.38,1.26,1.35
c_0,1.35,1.46,1.26,1.35,0.95,1.08,1.67,1.4,1.83,1.89,1.69,2.33,1.75,1.58,1.42,1.73
f_0,1.22,1.36,1.4,1.34,1.33,1.09,1.54,1.45,1.63,1.46,1.91,1.63,1.66,1.41,2.34,1.49
b_0,1.37,1.54,1.29,1.55,1.06,0.96,1.39,1.5,1.62,1.38,1.46,1.91,1.84,2.18,1.3,1.69
h_0,1.35,1.79,1.52,1.21,1.26,1.02,1.28,1.74,1.36,1.6,1.46,1.47,1.56,1.33,1.21,1.79
a_0,1.44,1.51,1.41,1.41,1.36,1.22,1.69,1.47,1.59,1.57,1.46,1.36,1.87,1.93,1.3,1.75
e_0,1.33,1.7,1.45,1.45,1.3,1.0,1.75,1.59,1.65,1.67,1.36,1.79,1.97,1.42,1.93,1.66
g_0,1.39,1.37,1.84,1.37,1.28,1.08,1.5,1.47,1.5,1.76,2.04,1.62,1.72,1.57,1.74,1.5
