,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,106.61,58.35,59.22,87.93,106.89,332.99,8453.98,24458.73,16613.89,22132.69,31955.2,37277.07,77449.3,116915.73,114627.25,162026.28
f_1,75.38,110.31,65.74,76.37,104.46,336.91,6268.94,15890.98,16176.74,22585.11,28070.51,22145.89,68775.58,87820.81,92402.19,133122.03
d_1,48.71,57.12,137.55,52.04,111.98,298.66,7602.79,10781.61,14113.63,36022.44,31136.13,32914.19,83748.68,93631.53,126121.66,115941.38
c_1,42.02,45.39,76.93,138.4,148.52,272.52,7720.62,11865.08,14563.13,14691.34,22508.03,35727.3,78936.84,93507.25,113375.0,113620.59
b_1,40.32,41.22,61.08,52.42,198.47,422.04,6484.17,12308.53,11275.31,18398.81,16757.17,27007.67,53891.55,73476.09,96453.66,122901.03
a_1,27.91,30.65,45.78,42.69,53.56,491.97,4897.14,10054.22,9772.42,13013.08,19821.08,20933.29,46916.16,41918.01,59223.38,81460.3
h_1,13.6,20.59,18.88,16.64,23.5,76.46,3329.24,3791.17,4849.12,5165.98,8221.35,8608.06,16978.57,28285.62,25395.08,43126.06
d_0,10.52,12.48,11.25,26.36,21.34,69.54,1881.07,4580.52,3355.53,4042.58,6435.07,7836.36,16346.61,17863.11,24865.23,34403.56
g_1,9.57,10.27,19.73,14.29,26.39,61.38,1651.43,3235.12,5728.31,4510.05,5868.57,10834.43,15328.41,21631.04,23114.55,25306.74
c_0,10.6,11.52,13.12,11.66,17.35,57.85,1761.62,3188.22,3006.21,6604.3,9499.72,7687.78,14359.12,22511.84,24782.25,27649.87
b_0,9.22,11.6,12.96,14.94,13.28,50.46,1451.83,2908.57,2958.65,3381.88,7433.48,6152.13,14657.61,33407.01,22267.97,25745.32
f_0,8.19,7.85,14.14,11.88,20.45,49.64,1732.61,2490.8,2511.4,3676.06,5849.12,8914.45,12178.7,19873.71,36962.75,23290.44
h_0,6.05,9.42,9.56,9.28,16.54,44.64,910.48,2104.0,2623.55,3442.76,4361.47,5458.18,8829.23,13521.17,15860.72,23274.03
a_0,5.85,7.33,9.8,9.03,11.18,37.39,1086.21,1938.4,2185.76,2863.55,3086.27,3939.79,10552.43,20274.78,16644.34,17448.16
e_0,4.13,7.61,7.92,8.98,12.06,39.74,1243.85,1887.98,1818.52,2680.94,3845.12,3383.17,10478.55,12057.0,22177.36,17753.02
g_0,4.92,5.03,11.25,9.34,11.86,36.16,938.02,1486.97,1141.0,2537.87,3876.09,5804.4,7923.91,10486.84,14270.64,14691.54
