,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.43,1.29,1.62,3.69,22.85,25.72,37.37,29.73,35.55,47.15,67.89,94.31,,134.12
f_1,1.24,1.0,1.1,1.39,1.71,4.54,19.49,28.99,29.06,26.88,37.18,,60.47,63.73,78.85,117.44
d_1,0.7,0.91,1.0,1.14,1.3,3.95,19.88,19.9,,39.2,34.82,35.65,55.56,58.1,75.56,74.85
c_1,0.77,0.72,0.87,1.0,1.65,3.31,17.44,19.16,14.67,,28.43,27.26,53.22,59.34,72.97,77.35
b_1,0.62,0.58,0.77,0.6,1.0,,11.07,14.85,16.56,18.44,,26.55,37.46,36.79,45.24,73.81
a_1,0.27,0.22,0.25,0.3,,1.0,7.3,6.45,6.76,6.93,8.86,11.41,14.8,,,23.46
h_1,0.04,0.05,0.05,0.06,0.09,0.14,1.0,1.33,1.04,1.23,1.63,2.22,,2.23,4.28,5.61
g_1,0.04,0.03,0.05,0.05,0.07,0.16,0.75,1.0,0.89,0.97,1.97,2.17,2.34,,4.36,
d_0,0.03,0.03,,0.07,0.06,0.15,0.96,1.12,1.0,0.87,1.19,1.62,2.74,3.26,2.4,4.75
c_0,0.03,0.04,0.03,,0.05,0.14,0.81,1.03,1.15,1.0,2.19,1.56,2.12,2.52,3.17,3.96
b_0,0.03,0.03,0.03,0.04,,0.11,0.61,0.51,0.84,0.46,1.0,1.08,1.76,2.47,1.92,3.91
f_0,0.02,,0.03,0.04,0.04,0.09,0.45,0.46,0.62,0.64,0.92,1.0,1.57,1.81,3.27,1.8
h_0,0.01,0.02,0.02,0.02,0.03,0.07,,0.43,0.37,0.47,0.57,0.64,,1.32,1.37,2.4
a_0,0.01,0.02,0.02,0.02,0.03,,0.45,,0.31,0.4,0.4,0.55,0.76,1.0,,
e_0,,0.01,0.01,0.01,0.02,,0.23,0.23,0.42,0.32,0.52,0.31,0.73,,1.0,1.63
g_0,0.01,0.01,0.01,0.01,0.01,0.04,0.18,,0.21,0.25,0.26,0.56,0.42,,0.61,
