,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,96.98,35.76,48.55,40.78,74.17,250.09,5283.2,8323.45,17671.66,7155.8,18571.0,29746.34,52960.11,73696.48,60562.61,116184.0
f_1,30.82,102.86,72.17,44.56,82.85,161.9,4407.33,9440.31,12698.84,15656.92,18099.4,16002.98,42564.18,54151.86,60103.56,94367.76
e_1,24.15,24.87,135.45,57.01,73.53,192.36,4212.61,8247.71,10647.69,22895.19,17413.32,25762.75,45711.11,61299.33,34056.32,97773.84
c_1,27.43,32.5,35.64,149.22,114.89,192.48,4323.45,8924.26,3669.79,10545.64,9257.71,24051.41,33766.08,55702.93,59596.49,72007.9
b_1,25.16,26.2,30.05,32.38,223.4,249.33,3823.53,7512.47,9496.14,12479.89,4041.73,16579.32,23563.1,42026.25,45279.75,71664.71
a_1,13.14,17.24,22.9,32.45,49.17,491.46,3180.94,4222.88,6093.86,7817.01,10316.59,14851.18,,34500.12,51078.93,67804.17
h_1,10.48,14.04,13.61,14.1,19.88,46.74,3020.12,3476.83,3814.38,4073.74,5806.35,7297.2,11503.61,12667.29,24635.16,35538.5
g_1,10.8,7.42,10.12,12.13,17.38,56.83,1164.6,5151.7,2488.53,3469.99,5353.63,8182.94,10509.96,15804.55,23535.71,16004.71
c_0,7.17,7.28,13.2,9.88,16.41,49.85,1150.94,2536.63,4866.04,3893.66,7770.74,6136.21,13291.85,15268.86,21081.76,28545.23
d_0,4.59,7.31,8.61,21.91,18.52,46.02,1098.05,2214.79,1884.28,5360.81,3959.64,5382.0,11982.88,14885.69,16294.99,19346.34
b_0,7.72,8.36,8.57,15.11,12.05,29.28,1096.58,1936.02,1925.6,3283.39,6528.84,5079.46,13494.14,12833.47,16229.87,17812.05
f_0,6.14,2.79,7.85,9.25,16.99,43.98,1176.39,1903.2,2689.11,2861.51,3904.32,8988.08,8378.07,12318.57,29511.95,21058.6
a_0,4.44,5.56,6.43,11.64,13.88,,867.32,1544.43,1810.85,2095.79,2775.96,4130.04,13728.61,10644.34,12066.64,12625.77
h_0,4.49,6.6,6.52,8.23,11.13,28.84,428.44,1651.18,1717.4,2100.31,2608.01,3635.31,7097.7,5790.17,8846.66,15769.94
e_0,4.7,4.31,3.97,8.48,15.12,28.53,572.77,1049.87,1442.23,2057.38,2497.83,2708.72,5762.35,10616.62,20649.54,11620.14
g_0,5.61,3.95,4.76,7.21,8.75,20.63,601.29,779.61,1507.31,1889.45,2597.64,4431.94,6441.06,8513.67,11011.3,8254.04
