,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.9,1.18,0.91,0.72,0.73,0.71,0.93,0.66,0.64,0.7,0.65,0.74,0.58,0.62
f_1,1.2,1.0,0.96,0.93,0.88,0.79,0.58,0.74,0.6,0.54,0.62,0.47,0.52,0.5,0.48,0.62
d_1,1.11,1.04,1.0,0.92,0.89,0.87,0.64,0.59,0.74,0.93,0.7,0.62,0.61,0.54,0.61,0.45
c_1,0.85,1.08,1.09,1.0,1.39,0.86,0.71,0.7,0.49,0.52,0.51,0.63,0.62,0.54,0.58,0.54
b_1,1.1,1.16,1.14,0.73,1.0,1.38,0.71,0.7,0.67,0.83,0.73,0.65,0.65,0.53,0.52,0.6
a_1,1.36,1.25,1.17,1.16,0.74,1.0,0.99,0.86,0.92,0.91,0.87,0.91,0.8,0.79,0.85,0.65
h_1,1.37,1.77,1.54,1.36,1.31,1.02,1.0,1.13,0.82,0.89,0.89,0.94,0.76,0.71,0.78,0.88
g_1,1.45,1.37,1.76,1.48,1.4,1.1,0.88,1.0,0.98,1.03,1.04,1.16,0.83,0.9,0.85,0.89
d_0,1.06,1.61,1.36,2.1,1.5,1.09,1.22,1.06,1.0,0.71,0.85,0.98,0.91,0.96,0.82,1.01
c_0,1.55,1.77,1.07,1.92,1.16,1.07,1.14,1.04,1.38,1.0,1.32,1.05,0.94,1.12,0.88,0.97
b_0,1.53,1.65,1.41,2.11,1.22,1.13,1.17,0.99,1.17,0.71,1.0,0.88,1.03,1.31,0.87,1.11
f_0,1.54,1.95,1.59,1.57,1.5,1.15,1.02,0.87,1.04,0.95,1.06,1.0,1.02,1.02,1.35,0.72
h_0,1.56,1.91,1.68,1.6,1.53,1.23,1.33,1.18,1.1,1.05,0.95,0.97,1.01,0.97,0.94,1.19
a_0,1.4,1.97,1.77,1.89,1.78,1.18,1.39,1.1,1.0,0.92,0.8,0.96,1.01,1.0,1.08,0.91
e_0,1.71,2.09,1.73,1.75,1.79,1.23,1.3,1.19,1.23,1.13,1.1,0.75,1.08,0.93,1.0,0.98
g_0,1.62,1.6,2.21,1.79,1.68,1.49,1.14,1.16,1.03,1.08,0.91,1.36,0.84,1.06,1.02,1.01
