,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,1.32,1.7,1.78,3.37,17.74,29.55,37.33,37.15,45.01,42.99,72.4,96.24,105.41,134.89
f_1,1.22,1.0,1.3,1.38,1.57,3.17,14.98,27.76,28.62,31.78,37.47,40.22,61.69,84.39,78.46,119.08
d_1,0.73,0.79,1.0,0.9,1.27,2.56,12.22,16.39,19.6,35.49,27.81,33.01,51.92,68.35,75.78,72.59
c_1,0.59,0.74,1.11,1.0,1.47,2.48,13.18,18.47,14.74,24.74,26.22,23.74,50.26,68.05,64.82,85.23
b_1,0.56,0.63,0.79,0.69,1.0,2.76,10.2,17.02,15.34,24.51,24.63,27.22,45.34,49.88,59.43,73.42
a_1,0.28,0.31,0.39,0.41,0.37,1.0,5.13,8.0,9.21,10.32,12.18,14.6,24.35,37.51,27.28,37.02
h_1,0.06,0.07,0.08,0.08,0.1,0.19,1.0,1.93,1.53,2.03,2.29,2.37,3.97,5.37,6.02,7.55
g_1,0.03,0.04,0.06,0.06,0.06,0.12,0.53,1.0,0.93,1.35,1.72,1.49,2.29,3.61,3.92,4.36
d_0,0.03,0.04,0.05,0.07,0.06,0.11,0.63,1.14,1.0,1.1,1.42,1.53,2.59,3.41,3.9,5.07
c_0,0.03,0.03,0.03,0.04,0.04,0.1,0.49,0.74,0.9,1.0,1.11,1.65,1.94,3.03,3.14,3.49
f_0,0.02,0.03,0.04,0.04,0.04,0.08,0.41,0.61,0.7,0.88,1.0,1.1,1.75,2.27,3.6,2.54
b_0,0.02,0.02,0.03,0.04,0.04,0.07,0.39,0.67,0.67,0.61,1.01,1.0,1.71,3.24,2.47,3.21
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.25,0.42,0.37,0.49,0.54,0.55,1.0,1.14,1.38,1.89
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.27,0.29,0.33,0.46,0.34,0.83,1.0,1.04,1.48
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.17,0.26,0.24,0.34,0.3,0.4,0.69,0.9,1.0,1.2
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.13,0.22,0.2,0.29,0.39,0.31,0.53,0.66,0.88,0.99
