,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.39,0.95,1.74,1.13,0.94,0.66,1.65,1.56,1.84,2.23,1.9,1.45,2.56,1.73,1.36,2.18
d_1,1.19,2.42,1.0,0.91,0.9,0.81,1.85,1.89,3.6,1.54,2.64,2.18,2.67,2.24,1.93,2.33
e_1,1.17,0.96,2.45,1.28,0.94,0.72,1.98,1.73,1.99,3.56,1.99,2.13,2.93,1.71,1.58,2.54
c_1,1.11,1.01,0.94,2.5,1.65,0.89,1.76,1.54,1.32,2.09,1.5,1.98,2.64,1.72,1.66,2.37
b_1,1.03,1.12,0.92,0.93,2.63,1.68,1.7,1.69,1.86,2.07,1.44,2.08,2.64,1.51,1.86,2.71
a_1,1.22,1.01,1.04,1.13,1.03,3.14,2.21,1.78,2.14,1.97,2.04,2.2,2.82,1.31,2.03,2.65
h_1,1.44,1.16,1.19,1.18,0.86,0.8,3.7,2.37,2.24,1.97,2.38,2.2,2.38,2.07,2.04,3.52
g_1,1.15,1.62,0.88,1.06,1.02,0.81,1.83,3.85,2.56,1.88,2.12,3.12,2.64,2.0,2.4,2.41
c_0,1.34,1.35,1.07,0.97,0.79,0.68,1.96,2.15,3.5,2.27,3.97,2.45,3.3,2.57,1.95,2.68
d_0,1.15,0.86,1.02,1.91,1.12,0.72,1.98,1.85,1.63,3.37,2.32,2.33,2.75,2.03,1.96,2.48
b_0,1.23,1.29,1.12,1.29,0.69,0.66,2.15,2.04,2.54,2.45,3.68,2.49,3.21,3.57,2.07,2.79
f_0,1.01,1.31,0.89,1.23,1.09,0.88,2.12,1.9,2.57,2.35,2.6,3.65,3.24,2.19,4.03,2.92
h_0,1.57,1.33,1.12,1.0,0.92,0.79,1.41,2.44,2.38,2.04,2.26,2.07,2.5,1.78,1.82,3.41
a_0,1.2,1.2,1.16,1.25,1.01,0.64,1.73,2.02,2.42,2.41,2.3,2.27,3.08,3.86,2.38,2.39
e_0,1.26,1.17,0.96,1.13,1.09,0.95,2.04,2.21,2.59,2.14,2.79,2.35,3.12,2.37,3.87,2.59
g_0,1.07,1.67,1.07,1.04,0.83,0.83,1.85,1.56,2.38,1.79,2.46,3.29,3.0,1.93,2.28,2.5
